,Date,Stage,Distance Covered,Type,Departure,Arrival,Category UCI,Name,Family Name,Nationality,Dual National,Native Country,NC-From,NC-To,Adopted Country,AC-From,AC-To,Age,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,21_1,22_1,23_1
2077,19-07-1935,14º stage part  b Distance:,103 km,Road – Individual Time Trial,"    Narbonne (Languedoc-Roussillon), France ","Perpignan (Languedoc-Roussillon), France",,Maurice,Archambaud,France ,N,,,,,,,49 years,Date of birth:,30-08-1906,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|03-12-1955|Place of death:| ,"    Le Raincy (Ile-de-France), France",Professional:,1932-1946,, , ,,,,,,Date of death:|03-12-1955|Place of death:| , ,Age:,49 years
2078,20-07-1935,15º stage Distance:,325 km,Road – Stage,"    Perpignan (Languedoc-Roussillon), France ","Luchon (Midi-Pyrenees), France",,Sylvère,Maes,Belgium ,N,,,,,,,57 years,Date of birth:,27-08-1909,Place of birth:,"Zevekote (West-Vlaanderen), Belgium ",Date of death:|05-12-1966|Place of death:| ,"    Oostende (West-Vlaanderen), Belgium",Professional:,1932-1948,, , ,,,,,,Date of death:|05-12-1966|Place of death:| , ,Age:,57 years
2079,22-07-1935,16º stage Distance:,194 km,Road – Stage,"    Luchon (Midi-Pyrenees), France ","Pau (Aquitaine), France",,Ambrogio Enrico,Morelli,Italy ,N,,,,,,,94 years,Date of birth:,04-12-1905,Place of birth:,"Nerviano (Lombardia), Italy ",Date of death:|10-10-2000|Place of death:| ,"    Nerviano (Lombardia), Italy",Professional:,1929-1938,, , ,,,,,,Date of death:|10-10-2000|Place of death:| , ,Age:,94 years
2080,24-07-1935,17º stage Distance:,224 km,Road – Stage,"    Pau (Aquitaine), France ","Bordeaux (Aquitaine), France",,Julien,Moineau,France ,N,,,,,,,76 years,Date of birth:,27-11-1903,Place of birth:,"Clichy (Ile-de-France), France ",Date of death:|14-05-1980|Place of death:| ,"    La Teste-de-Buch (Aquitaine), France",Professional:,1927-1937,, , ,,,,,,Date of death:|14-05-1980|Place of death:| , ,Age:,76 years
2081,25-07-1935,18º stage part  a Distance:,158 km,Road – Stage,"    Bordeaux (Aquitaine), France ","Rochefort (Poitou-Charentes), France",,René,Le Grevès,France ,N,,,,,,,35 years,Date of birth:,06-07-1910,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|25-02-1946|Place of death:| ,"    Saint-Gervais-les-Bains (Rhone-Alpes), France",Professional:,1933-1941,, , ,,,,,,Date of death:|25-02-1946|Place of death:| , ,Age:,35 years
2082,25-07-1935,18º stage part  b Distance:,33 km,Road – Individual Time Trial,"    Rochefort (Poitou-Charentes), France ","La Rochelle (Poitou-Charentes), France",,André,Leducq,France ,N,,,,,,,76 years,Date of birth:,27-02-1904,Place of birth:,"Saint-Ouen (Ile-de-France), France ",Date of death:|18-06-1980|Place of death:| ,"    Marseille (Provence-Alpes-Cote d'Azur), France",Professional:,1926-1939,, , ,,,,,,Date of death:|18-06-1980|Place of death:| , ,Age:,76 years
2083,26-07-1935,19º stage part  a Distance:,81 km,Road – Stage,"    La Rochelle (Poitou-Charentes), France ","La Roche-sur-Yon (Pays de la Loire), France",,René,Le Grevès,France ,N,,,,,,,35 years,Date of birth:,06-07-1910,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|25-02-1946|Place of death:| ,"    Saint-Gervais-les-Bains (Rhone-Alpes), France",Professional:,1933-1941,, , ,,,,,,Date of death:|25-02-1946|Place of death:| , ,Age:,35 years
2084,26-07-1935,19º stage part  b Distance:,95 km,Road – Stage,"    La Roche-sur-Yon (Pays de la Loire), France ","Nantes (Pays de la Loire), France",,Jean,Aerts,Belgium ,N,,,,,,,84 years,Date of birth:,08-09-1907,Place of birth:,"Laken (Brabant), Belgium ",Date of death:|15-06-1992|Place of death:| ,"    Brugge (West-Vlaanderen), Belgium",Professional:,1928-1943,, , ,,,,,,Date of death:|15-06-1992|Place of death:| , ,Age:,84 years
2085,27-07-1935,20º stage part  a Distance:,220 km,Road – Stage,"    Nantes (Pays de la Loire), France ","Vire (Basse-Normandie), France",,René,Le Grevès,France ,N,,,,,,,35 years,Date of birth:,06-07-1910,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|25-02-1946|Place of death:| ,"    Saint-Gervais-les-Bains (Rhone-Alpes), France",Professional:,1933-1941,, , ,,,,,,Date of death:|25-02-1946|Place of death:| , ,Age:,35 years
2086,27-07-1935,20º stage part  b Distance:,55 km,Road – Team Time Trial,"    Vire (Basse-Normandie), France ","Caen (Basse-Normandie), France",,Ambrogio Enrico,Morelli,Italy ,N,,,,,,,94 years,Date of birth:,04-12-1905,Place of birth:,"Nerviano (Lombardia), Italy ",Date of death:|10-10-2000|Place of death:| ,"    Nerviano (Lombardia), Italy",Professional:,1929-1938,, , ,,,,,,Date of death:|10-10-2000|Place of death:| , ,Age:,94 years
2087,28-07-1935,21º stage Distance:,221 km,Road – Stage,"    Caen (Basse-Normandie), France ","Paris (Ile-de-France), France",,Romain,Maes,Belgium ,N,,,,,,,70 years,Date of birth:,10-08-1912,Place of birth:,"Zerkegem (West-Vlaanderen), Belgium ",Date of death:|22-02-1983|Place of death:| ,"    Groot-Bijgaarden (Brabant), Belgium",Professional:,1933-1945,Websites:,http://www.bloggen.be/hugo/, , ,,,,,Date of death:|22-02-1983|Place of death:| , ,Age:,70 years
2088,28-07-1935, Distance:,4328 km,Classification – Road – General Classification,,"Paris (Ile-de-France), France",,Romain,Maes,Belgium ,N,,,,,,,70 years,Date of birth:,10-08-1912,Place of birth:,"Zerkegem (West-Vlaanderen), Belgium ",Date of death:|22-02-1983|Place of death:| ,"    Groot-Bijgaarden (Brabant), Belgium",Professional:,1933-1945,Websites:,http://www.bloggen.be/hugo/, , ,,,,,Date of death:|22-02-1983|Place of death:| , ,Age:,70 years
2089,28-07-1935, Distance:,   km,Classification – Road – Mountains Classification,,"Paris (Ile-de-France), France",,Félicien,Vervaecke,Belgium ,N,,,,,,,79 years,Date of birth:,11-03-1907,Place of birth:,"Dadizele (West-Vlaanderen), Belgium ",Date of death:|31-10-1986|Place of death:| ,"    Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium",Professional:,1929-19411946,, , ,,,,,,Date of death:|31-10-1986|Place of death:| , ,Age:,79 years
2090,03-07-1934,1º stage Distance:,262 km,Road – Stage,"    Paris (Ile-de-France), France ","Lille (Nord-Pas-de-Calais), France",,Georges,Speicher,France ,N,,,,,,,70 years,Date of birth:,08-06-1907,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|24-01-1978|Place of death:| ,"    Maisons-Laffitte (Ile-de-France), France",Professional:,1930-1944,, , ,,,,,,Date of death:|24-01-1978|Place of death:| , ,Age:,70 years
2091,04-07-1934,2º stage Distance:,192 km,Road – Stage,"    Lille (Nord-Pas-de-Calais), France ","Charleville (Champagne-Ardenne), France",,René,Le Grevès,France ,N,,,,,,,35 years,Date of birth:,06-07-1910,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|25-02-1946|Place of death:| ,"    Saint-Gervais-les-Bains (Rhone-Alpes), France",Professional:,1933-1941,, , ,,,,,,Date of death:|25-02-1946|Place of death:| , ,Age:,35 years
2092,05-07-1934,3º stage Distance:,161 km,Road – Stage,"    Charleville (Champagne-Ardenne), France ","Metz (Lorraine), France",,Roger,Lapébie,France ,N,,,,,,,85 years,Date of birth:,16-01-1911,Place of birth:,"Bayonne (Aquitaine), France ",Date of death:|12-10-1996|Place of death:| ,"    Pessac (Aquitaine), France",Professional:,1932-19391946,, , ,,,,,,Date of death:|12-10-1996|Place of death:| , ,Age:,85 years
2093,06-07-1934,4º stage Distance:,220 km,Road – Stage,"    Metz (Lorraine), France ","Belfort (Franche-Comte), France",,Roger,Lapébie,France ,N,,,,,,,85 years,Date of birth:,16-01-1911,Place of birth:,"Bayonne (Aquitaine), France ",Date of death:|12-10-1996|Place of death:| ,"    Pessac (Aquitaine), France",Professional:,1932-19391946,, , ,,,,,,Date of death:|12-10-1996|Place of death:| , ,Age:,85 years
2094,07-07-1934,5º stage Distance:,293 km,Road – Stage,"    Belfort (Franche-Comte), France ","Évian (Rhone-Alpes), France",,René,Le Grevès,France ,N,,,,,,,35 years,Date of birth:,06-07-1910,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|25-02-1946|Place of death:| ,"    Saint-Gervais-les-Bains (Rhone-Alpes), France",Professional:,1933-1941,, , ,,,,,,Date of death:|25-02-1946|Place of death:| , ,Age:,35 years
2095,09-07-1934,6º stage Distance:,206 km,Road – Stage,"    Évian (Rhone-Alpes), France ","Aix-les-Bains (Rhone-Alpes), France",,Georges,Speicher,France ,N,,,,,,,70 years,Date of birth:,08-06-1907,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|24-01-1978|Place of death:| ,"    Maisons-Laffitte (Ile-de-France), France",Professional:,1930-1944,, , ,,,,,,Date of death:|24-01-1978|Place of death:| , ,Age:,70 years
2096,10-07-1934,7º stage Distance:,229 km,Road – Stage,"    Aix-les-Bains (Rhone-Alpes), France ","Grenoble (Rhone-Alpes), France",,René,Vietto,France ,N,,,,,,,74 years,Date of birth:,17-02-1914,Place of birth:,"Rocheville (Basse-Normandie), France ",Date of death:|14-10-1988|Place of death:| ,"    Orange (Provence-Alpes-Cote d'Azur), France",Professional:,1931-1953,, , ,,,,,,Date of death:|14-10-1988|Place of death:| , ,Age:,74 years
2097,11-07-1934,8º stage Distance:,102 km,Road – Stage,"    Grenoble (Rhone-Alpes), France ","Gap (Provence-Alpes-Cote d'Azur), France",,Giuseppe,Martano,Italy ,N,,,,,,,83 years,Date of birth:,10-10-1910,Place of birth:,"Savona (Liguria), Italy ",Date of death:|02-09-1994|Place of death:| ,"    Torino (Piemonte), Italy",Professional:,1930-19401946-1948,, , ,,,,,,Date of death:|02-09-1994|Place of death:| , ,Age:,83 years
2098,12-07-1934,9º stage Distance:,227 km,Road – Stage,"    Gap (Provence-Alpes-Cote d'Azur), France ","Digne (Provence-Alpes-Cote d'Azur), France",,René,Vietto,France ,N,,,,,,,74 years,Date of birth:,17-02-1914,Place of birth:,"Rocheville (Basse-Normandie), France ",Date of death:|14-10-1988|Place of death:| ,"    Orange (Provence-Alpes-Cote d'Azur), France",Professional:,1931-1953,, , ,,,,,,Date of death:|14-10-1988|Place of death:| , ,Age:,74 years
2099,13-07-1934,10º stage Distance:,156 km,Road – Stage,"    Digne (Provence-Alpes-Cote d'Azur), France ","Nice (Provence-Alpes-Cote d'Azur), France",,René,Le Grevès,France ,N,,,,,,,35 years,Date of birth:,06-07-1910,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|25-02-1946|Place of death:| ,"    Saint-Gervais-les-Bains (Rhone-Alpes), France",Professional:,1933-1941,, , ,,,,,,Date of death:|25-02-1946|Place of death:| , ,Age:,35 years
2100,15-07-1934,11º stage Distance:,126 km,Road – Stage,"    Nice (Provence-Alpes-Cote d'Azur), France ","Cannes (Provence-Alpes-Cote d'Azur), France",,René,Vietto,France ,N,,,,,,,74 years,Date of birth:,17-02-1914,Place of birth:,"Rocheville (Basse-Normandie), France ",Date of death:|14-10-1988|Place of death:| ,"    Orange (Provence-Alpes-Cote d'Azur), France",Professional:,1931-1953,, , ,,,,,,Date of death:|14-10-1988|Place of death:| , ,Age:,74 years
2101,16-07-1934,12º stage Distance:,195 km,Road – Stage,"    Cannes (Provence-Alpes-Cote d'Azur), France ","Marseille (Provence-Alpes-Cote d'Azur), France",,Roger,Lapébie,France ,N,,,,,,,85 years,Date of birth:,16-01-1911,Place of birth:,"Bayonne (Aquitaine), France ",Date of death:|12-10-1996|Place of death:| ,"    Pessac (Aquitaine), France",Professional:,1932-19391946,, , ,,,,,,Date of death:|12-10-1996|Place of death:| , ,Age:,85 years
2102,17-07-1934,13º stage Distance:,172 km,Road – Stage,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Montpellier (Languedoc-Roussillon), France",,Georges,Speicher,France ,N,,,,,,,70 years,Date of birth:,08-06-1907,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|24-01-1978|Place of death:| ,"    Maisons-Laffitte (Ile-de-France), France",Professional:,1930-1944,, , ,,,,,,Date of death:|24-01-1978|Place of death:| , ,Age:,70 years
2103,18-07-1934,14º stage Distance:,177 km,Road – Stage,"    Montpellier (Languedoc-Roussillon), France ","Perpignan (Languedoc-Roussillon), France",,Roger,Lapébie,France ,N,,,,,,,85 years,Date of birth:,16-01-1911,Place of birth:,"Bayonne (Aquitaine), France ",Date of death:|12-10-1996|Place of death:| ,"    Pessac (Aquitaine), France",Professional:,1932-19391946,, , ,,,,,,Date of death:|12-10-1996|Place of death:| , ,Age:,85 years
2104,20-07-1934,15º stage Distance:,158 km,Road – Stage,"    Perpignan (Languedoc-Roussillon), France ","Ax-les-Thermes (Midi-Pyrenees), France",,Roger,Lapébie,France ,N,,,,,,,85 years,Date of birth:,16-01-1911,Place of birth:,"Bayonne (Aquitaine), France ",Date of death:|12-10-1996|Place of death:| ,"    Pessac (Aquitaine), France",Professional:,1932-19391946,, , ,,,,,,Date of death:|12-10-1996|Place of death:| , ,Age:,85 years
2105,21-07-1934,16º stage Distance:,165 km,Road – Stage,"    Ax-les-Thermes (Midi-Pyrenees), France ","Luchon (Midi-Pyrenees), France",,Adriano,Vignoli,Italy ,N,,,,,,,88 years,Date of birth:,11-12-1907,Place of birth:,"Sasso Marconi (Emilia-Romagna), Italy ",Date of death:|16-06-1996|Place of death:| ,"    Sasso Marconi (Emilia-Romagna), Italy",Professional:,1934-19401947,, , ,,,,,,Date of death:|16-06-1996|Place of death:| , ,Age:,88 years
2106,22-07-1934,17º stage Distance:,91 km,Road – Stage,"    Luchon (Midi-Pyrenees), France ","Tarbes (Midi-Pyrenees), France",,Antonin,Magne,France ,N,,,,,,,79 years,Date of birth:,15-02-1904,Place of birth:,"Ytrac (Auvergne), France ",Date of death:|08-09-1983|Place of death:| ,"    Arcachon (Aquitaine), France",Professional:,1926-1941,, , ,,,,,,Date of death:|08-09-1983|Place of death:| , ,Age:,79 years
2107,23-07-1934,18º stage Distance:,172 km,Road – Stage,"    Tarbes (Midi-Pyrenees), France ","Pau (Aquitaine), France",,René,Vietto,France ,N,,,,,,,74 years,Date of birth:,17-02-1914,Place of birth:,"Rocheville (Basse-Normandie), France ",Date of death:|14-10-1988|Place of death:| ,"    Orange (Provence-Alpes-Cote d'Azur), France",Professional:,1931-1953,, , ,,,,,,Date of death:|14-10-1988|Place of death:| , ,Age:,74 years
2108,25-07-1934,19º stage Distance:,215 km,Road – Stage,"    Pau (Aquitaine), France ","Bordeaux (Aquitaine), France",,Ettore,Meini,Italy ,N,,,,,,,58 years,Date of birth:,05-01-1903,Place of birth:,"Cascina (Toscana), Italy ",Date of death:|29-08-1961|Place of death:| ,"    Pisa (Toscana), Italy",Professional:,1928-1935,, , ,,,,,,Date of death:|29-08-1961|Place of death:| , ,Age:,58 years
2109,26-07-1934,20º stage Distance:,183 km,Road – Stage,"    Bordeaux (Aquitaine), France ","La Rochelle (Poitou-Charentes), France",,Georges,Speicher,France ,N,,,,,,,70 years,Date of birth:,08-06-1907,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|24-01-1978|Place of death:| ,"    Maisons-Laffitte (Ile-de-France), France",Professional:,1930-1944,, , ,,,,,,Date of death:|24-01-1978|Place of death:| , ,Age:,70 years
2110,27-07-1934,21º stage part  a Distance:,81 km,Road – Stage,"    La Rochelle (Poitou-Charentes), France ","La Roche-sur-Yon (Pays de la Loire), France",,René,Le Grevès,France ,N,,,,,,,35 years,Date of birth:,06-07-1910,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|25-02-1946|Place of death:| ,"    Saint-Gervais-les-Bains (Rhone-Alpes), France",Professional:,1933-1941,, , ,,,,,,Date of death:|25-02-1946|Place of death:| , ,Age:,35 years
2111,27-07-1934,21º stage part  b Distance:,90 km,Road – Individual Time Trial,"    La Roche-sur-Yon (Pays de la Loire), France ","Nantes (Pays de la Loire), France",,Antonin,Magne,France ,N,,,,,,,79 years,Date of birth:,15-02-1904,Place of birth:,"Ytrac (Auvergne), France ",Date of death:|08-09-1983|Place of death:| ,"    Arcachon (Aquitaine), France",Professional:,1926-1941,, , ,,,,,,Date of death:|08-09-1983|Place of death:| , ,Age:,79 years
2112,28-07-1934,22º stage Distance:,275 km,Road – Stage,"    Nantes (Pays de la Loire), France ","Caen (Basse-Normandie), France",,Raymond,Louviot,France ,N,,,,,,,60 years,Date of birth:,17-12-1908,Place of birth:,"Granges (Valais), Switzerland ",Date of death:|14-05-1969|Place of death:| ,"    Dunkerque (Nord-Pas-de-Calais), France",Professional:,1931-1949,, , ,,,,,,Date of death:|14-05-1969|Place of death:| , ,Age:,60 years
2113,29-07-1934,23º stage Distance:,221 km,Road – Stage,"    Caen (Basse-Normandie), France ","Paris (Ile-de-France), France",,Sylvère,Maes,Belgium ,N,,,,,,,57 years,Date of birth:,27-08-1909,Place of birth:,"Zevekote (West-Vlaanderen), Belgium ",Date of death:|05-12-1966|Place of death:| ,"    Oostende (West-Vlaanderen), Belgium",Professional:,1932-1948,, , ,,,,,,Date of death:|05-12-1966|Place of death:| , ,Age:,57 years
2114,29-07-1934, Distance:, 4363 km,Classification – Road – Mountains Classification,,"Paris (Ile-de-France), France",,René,Vietto,France ,N,,,,,,,74 years,Date of birth:,17-02-1914,Place of birth:,"Rocheville (Basse-Normandie), France ",Date of death:|14-10-1988|Place of death:| ,"    Orange (Provence-Alpes-Cote d'Azur), France",Professional:,1931-1953,, , ,,,,,,Date of death:|14-10-1988|Place of death:| , ,Age:,74 years
2115,29-07-1934, Distance:,4363 km,Classification – Road – General Classification,,"Paris (Ile-de-France), France",,Antonin,Magne,France ,N,,,,,,,79 years,Date of birth:,15-02-1904,Place of birth:,"Ytrac (Auvergne), France ",Date of death:|08-09-1983|Place of death:| ,"    Arcachon (Aquitaine), France",Professional:,1926-1941,, , ,,,,,,Date of death:|08-09-1983|Place of death:| , ,Age:,79 years
2116,27-06-1933,1º stage Distance:,262 km,Road – Stage,"    Paris (Ile-de-France), France ","Lille (Nord-Pas-de-Calais), France",,Maurice,Archambaud,France ,N,,,,,,,49 years,Date of birth:,30-08-1906,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|03-12-1955|Place of death:| ,"    Le Raincy (Ile-de-France), France",Professional:,1932-1946,, , ,,,,,,Date of death:|03-12-1955|Place of death:| , ,Age:,49 years
2117,28-06-1933,2º stage Distance:,192 km,Road – Stage,"    Lille (Nord-Pas-de-Calais), France ","Charleville (Champagne-Ardenne), France",,Learco,Guerra,Italy ,N,,,,,,,60 years,Date of birth:,14-10-1902,Place of birth:, ,Date of death:|07-02-1963|Place of death:| ,"    Milano (Lombardia), Italy",Professional:,1928-1943,, , ,,,,,,Date of death:|07-02-1963|Place of death:| , ,Age:,60 years
2118,29-06-1933,3º stage Distance:,166 km,Road – Stage,"    Charleville (Champagne-Ardenne), France ","Metz (Lorraine), France",,Alfons,Schepers,Belgium ,N,,,,,,,77 years,Date of birth:,27-08-1907,Place of birth:,"Neerlinter (Brabant), Belgium ",Date of death:|01-12-1984|Place of death:| ,"    Tienen (Brabant), Belgium",Professional:,1930-1938,, , ,,,,,,Date of death:|01-12-1984|Place of death:| , ,Age:,77 years
2119,30-06-1933,4º stage Distance:,220 km,Road – Stage,"    Metz (Lorraine), France ","Belfort (Franche-Comte), France",,Jean,Aerts,Belgium ,N,,,,,,,84 years,Date of birth:,08-09-1907,Place of birth:,"Laken (Brabant), Belgium ",Date of death:|15-06-1992|Place of death:| ,"    Brugge (West-Vlaanderen), Belgium",Professional:,1928-1943,, , ,,,,,,Date of death:|15-06-1992|Place of death:| , ,Age:,84 years
2120,01-07-1933,5º stage Distance:,293 km,Road – Stage,"    Belfort (Franche-Comte), France ","Évian (Rhone-Alpes), France",,Léon,Louyet,Belgium ,N,,,,,,,66 years,Date of birth:,07-07-1906,Place of birth:,"Loos-en-Gohelle (Nord-Pas-de-Calais), France ",Date of death:|19-05-1973|Place of death:| ,"    Charleroi (Hainaut), Belgium",Professional:,1931-19391946,, , ,,,,,,Date of death:|19-05-1973|Place of death:| , ,Age:,66 years
2121,03-07-1933,6º stage Distance:,207 km,Road – Stage,"    Évian (Rhone-Alpes), France ","Aix-les-Bains (Rhone-Alpes), France",,Learco,Guerra,Italy ,N,,,,,,,60 years,Date of birth:,14-10-1902,Place of birth:, ,Date of death:|07-02-1963|Place of death:| ,"    Milano (Lombardia), Italy",Professional:,1928-1943,, , ,,,,,,Date of death:|07-02-1963|Place of death:| , ,Age:,60 years
2122,04-07-1933,7º stage Distance:,229 km,Road – Stage,"    Aix-les-Bains (Rhone-Alpes), France ","Grenoble (Rhone-Alpes), France",,Learco,Guerra,Italy ,N,,,,,,,60 years,Date of birth:,14-10-1902,Place of birth:, ,Date of death:|07-02-1963|Place of death:| ,"    Milano (Lombardia), Italy",Professional:,1928-1943,, , ,,,,,,Date of death:|07-02-1963|Place of death:| , ,Age:,60 years
2123,05-07-1933,8º stage Distance:,102 km,Road – Stage,"    Grenoble (Rhone-Alpes), France ","Gap (Provence-Alpes-Cote d'Azur), France",,Georges,Speicher,France ,N,,,,,,,70 years,Date of birth:,08-06-1907,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|24-01-1978|Place of death:| ,"    Maisons-Laffitte (Ile-de-France), France",Professional:,1930-1944,, , ,,,,,,Date of death:|24-01-1978|Place of death:| , ,Age:,70 years
2124,06-07-1933,9º stage Distance:,227 km,Road – Stage,"    Gap (Provence-Alpes-Cote d'Azur), France ","Digne (Provence-Alpes-Cote d'Azur), France",,Georges,Speicher,France ,N,,,,,,,70 years,Date of birth:,08-06-1907,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|24-01-1978|Place of death:| ,"    Maisons-Laffitte (Ile-de-France), France",Professional:,1930-1944,, , ,,,,,,Date of death:|24-01-1978|Place of death:| , ,Age:,70 years
2125,07-07-1933,10º stage Distance:,156 km,Road – Stage,"    Digne (Provence-Alpes-Cote d'Azur), France ","Nice (Provence-Alpes-Cote d'Azur), France",,Fernand,Cornez,France ,N,,,,,,,90 years,Date of birth:,19-11-1907,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|07-12-1997|Place of death:| ,"    Saint-Avertin (Centre), France",Professional:,1930-1938,, , ,,,,,,Date of death:|07-12-1997|Place of death:| , ,Age:,90 years
2126,09-07-1933,11º stage Distance:,128 km,Road – Stage,"    Nice (Provence-Alpes-Cote d'Azur), France ","Cannes (Provence-Alpes-Cote d'Azur), France",,Maurice,Archambaud,France ,N,,,,,,,49 years,Date of birth:,30-08-1906,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|03-12-1955|Place of death:| ,"    Le Raincy (Ile-de-France), France",Professional:,1932-1946,, , ,,,,,,Date of death:|03-12-1955|Place of death:| , ,Age:,49 years
2127,10-07-1933,12º stage Distance:,208 km,Road – Stage,"    Cannes (Provence-Alpes-Cote d'Azur), France ","Marseille (Provence-Alpes-Cote d'Azur), France",,Georges,Speicher,France ,N,,,,,,,70 years,Date of birth:,08-06-1907,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|24-01-1978|Place of death:| ,"    Maisons-Laffitte (Ile-de-France), France",Professional:,1930-1944,, , ,,,,,,Date of death:|24-01-1978|Place of death:| , ,Age:,70 years
2128,11-07-1933,13º stage Distance:,168 km,Road – Stage,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Montpellier (Languedoc-Roussillon), France",,André,Leducq,France ,N,,,,,,,76 years,Date of birth:,27-02-1904,Place of birth:,"Saint-Ouen (Ile-de-France), France ",Date of death:|18-06-1980|Place of death:| ,"    Marseille (Provence-Alpes-Cote d'Azur), France",Professional:,1926-1939,, , ,,,,,,Date of death:|18-06-1980|Place of death:| , ,Age:,76 years
2129,12-07-1933,14º stage Distance:,166 km,Road – Stage,"    Montpellier (Languedoc-Roussillon), France ","Perpignan (Languedoc-Roussillon), France",,André,Leducq,France ,N,,,,,,,76 years,Date of birth:,27-02-1904,Place of birth:,"Saint-Ouen (Ile-de-France), France ",Date of death:|18-06-1980|Place of death:| ,"    Marseille (Provence-Alpes-Cote d'Azur), France",Professional:,1926-1939,, , ,,,,,,Date of death:|18-06-1980|Place of death:| , ,Age:,76 years
2130,14-07-1933,15º stage Distance:,158 km,Road – Stage,"    Perpignan (Languedoc-Roussillon), France ","Ax-les-Thermes (Midi-Pyrenees), France",,Jean,Aerts,Belgium ,N,,,,,,,84 years,Date of birth:,08-09-1907,Place of birth:,"Laken (Brabant), Belgium ",Date of death:|15-06-1992|Place of death:| ,"    Brugge (West-Vlaanderen), Belgium",Professional:,1928-1943,, , ,,,,,,Date of death:|15-06-1992|Place of death:| , ,Age:,84 years
2131,15-07-1933,16º stage Distance:,165 km,Road – Stage,"    Ax-les-Thermes (Midi-Pyrenees), France ","Luchon (Midi-Pyrenees), France",,Léon,Louyet,Belgium ,N,,,,,,,66 years,Date of birth:,07-07-1906,Place of birth:,"Loos-en-Gohelle (Nord-Pas-de-Calais), France ",Date of death:|19-05-1973|Place of death:| ,"    Charleroi (Hainaut), Belgium",Professional:,1931-19391946,, , ,,,,,,Date of death:|19-05-1973|Place of death:| , ,Age:,66 years
2132,16-07-1933,17º stage Distance:,91 km,Road – Stage,"    Luchon (Midi-Pyrenees), France ","Tarbes (Midi-Pyrenees), France",,Jean,Aerts,Belgium ,N,,,,,,,84 years,Date of birth:,08-09-1907,Place of birth:,"Laken (Brabant), Belgium ",Date of death:|15-06-1992|Place of death:| ,"    Brugge (West-Vlaanderen), Belgium",Professional:,1928-1943,, , ,,,,,,Date of death:|15-06-1992|Place of death:| , ,Age:,84 years
2133,17-07-1933,18º stage Distance:,185 km,Road – Stage,"    Tarbes (Midi-Pyrenees), France ","Pau (Aquitaine), France",,Learco,Guerra,Italy ,N,,,,,,,60 years,Date of birth:,14-10-1902,Place of birth:, ,Date of death:|07-02-1963|Place of death:| ,"    Milano (Lombardia), Italy",Professional:,1928-1943,, , ,,,,,,Date of death:|07-02-1963|Place of death:| , ,Age:,60 years
2134,19-07-1933,19º stage Distance:,233 km,Road – Stage,"    Pau (Aquitaine), France ","Bordeaux (Aquitaine), France",,Jean,Aerts,Belgium ,N,,,,,,,84 years,Date of birth:,08-09-1907,Place of birth:,"Laken (Brabant), Belgium ",Date of death:|15-06-1992|Place of death:| ,"    Brugge (West-Vlaanderen), Belgium",Professional:,1928-1943,, , ,,,,,,Date of death:|15-06-1992|Place of death:| , ,Age:,84 years
2135,20-07-1933,20º stage Distance:,183 km,Road – Stage,"    Bordeaux (Aquitaine), France ","La Rochelle (Poitou-Charentes), France",,Jean,Aerts,Belgium ,N,,,,,,,84 years,Date of birth:,08-09-1907,Place of birth:,"Laken (Brabant), Belgium ",Date of death:|15-06-1992|Place of death:| ,"    Brugge (West-Vlaanderen), Belgium",Professional:,1928-1943,, , ,,,,,,Date of death:|15-06-1992|Place of death:| , ,Age:,84 years
2136,21-07-1933,21º stage Distance:,266 km,Road – Stage,"    La Rochelle (Poitou-Charentes), France ","Rennes (Bretagne), France",,Jean,Aerts,Belgium ,N,,,,,,,84 years,Date of birth:,08-09-1907,Place of birth:,"Laken (Brabant), Belgium ",Date of death:|15-06-1992|Place of death:| ,"    Brugge (West-Vlaanderen), Belgium",Professional:,1928-1943,, , ,,,,,,Date of death:|15-06-1992|Place of death:| , ,Age:,84 years
