,Date,Stage,Distance Covered in km,Type,Departure,Arrival,Category UCI,Name,Family Name,Nationality,Dual National,Native Country,NC-From,NC-To,Adopted Country,AC-From,AC-To,Age,Date of Birth,City of Birth,Country of Birth,Date of Death,City of Death,Country of Death,1st Innings From,1st Innings To,2nd Innings From,2nd Innings To,3rd Innings From,3rd Innings To,Career Span,1st Gap,2nd Innings Span,2nd Gap,3rd Innings Span,Total Career Span,Full Name
2167,1931-03-07,4 ,211.0,Stage,"    Brest (Bretagne), France ","Vannes (Bretagne), France",,André,Godinat,France ,N,,1903-03-09,,,,,76 years,1903-03-09,Reuil (Champagne-Ardenne), France ,03-10-1979,    Epernay (Rhone-Alpes), France,1925,1937,0,0,0,0,12,0,0,0,0,12,André Godinat
2168,1931-04-07,5 ,202.0,Stage,"    Vannes (Bretagne), France ","Les Sables-d'Olonne (Pays de la Loire), France",,Charles,Pélissier,France ,N,,1903-02-20,,,,,56 years,1903-02-20,Paris (Ile-de-France), France ,28-05-1959,    Paris (Ile-de-France), France,1922,1939,0,0,0,0,17,0,0,0,0,17,Charles Pélissier
2169,1931-05-07,6 ,338.0,Stage,"    Les Sables-d'Olonne (Pays de la Loire), France ","Bordeaux (Aquitaine), France",,Alfred,Hamerlinck,Belgium ,N,,1905-09-27,,,,,87 years,1905-09-27,Assenede (Oost-Vlaanderen), Belgium ,10-07-1993,    Gent (Oost-Vlaanderen), Belgium,1927,1936,0,0,0,0,9,0,0,0,0,9,Alfred Hamerlinck
2170,1931-06-07,7 ,180.0,Stage,"    Bordeaux (Aquitaine), France ","Bayonne (Aquitaine), France",,Gerard,Loncke,Belgium ,N,,1905-01-15,,,,,74 years,1905-01-15,Overpelt (Limburg), Belgium ,13-03-1979,    Neerpelt (Limburg), Belgium,1929,1939,0,0,0,0,10,0,0,0,0,10,Gerard Loncke
2171,1931-07-07,8 ,106.0,Stage,"    Bayonne (Aquitaine), France ","Pau (Aquitaine), France",,Charles,Pélissier,France ,N,,1903-02-20,,,,,56 years,1903-02-20,Paris (Ile-de-France), France ,28-05-1959,    Paris (Ile-de-France), France,1922,1939,0,0,0,0,17,0,0,0,0,17,Charles Pélissier
2172,1931-08-07,9 ,231.0,Stage,"    Pau (Aquitaine), France ","Luchon (Midi-Pyrenees), France",,Antonin,Magne,France ,N,,1904-02-15,,,,,79 years,1904-02-15,Ytrac (Auvergne), France ,08-09-1983,    Arcachon (Aquitaine), France,1926,1941,0,0,0,0,15,0,0,0,0,15,Antonin Magne
2173,1931-10-07,10 ,322.0,Stage,"    Luchon (Midi-Pyrenees), France ","Perpignan (Languedoc-Roussillon), France",,Raffaele,Di Paco,Italy ,N,,1908-06-07,,,,,87 years,1908-06-07,Fauglia (Toscana), Italy ,21-05-1996,    Fauglia (Toscana), Italy,1928,1944,0,0,0,0,16,0,0,0,0,16,Raffaele Di Paco
2174,1931-12-07,11 ,164.0,Stage,"    Perpignan (Languedoc-Roussillon), France ","Montpellier (Languedoc-Roussillon), France",,Raffaele,Di Paco,Italy ,N,,1908-06-07,,,,,87 years,1908-06-07,Fauglia (Toscana), Italy ,21-05-1996,    Fauglia (Toscana), Italy,1928,1944,0,0,0,0,16,0,0,0,0,16,Raffaele Di Paco
2175,1931-07-13,12 ,207.0,Stage,"    Montpellier (Languedoc-Roussillon), France ","Marseille (Provence-Alpes-Cote d'Azur), France",,Max,Bulla,Austria ,N,,1905-09-26,,,,,84 years,1905-09-26,Wien (Wien), Austria ,01-03-1990,    Pitten (Niederösterreich), Austria,1926,1939,1941,1942,1946,1949,13,2,1,4,3,17,Max Bulla
2176,1931-07-14,13 ,181.0,Stage,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Cannes (Provence-Alpes-Cote d'Azur), France",,Charles,Pélissier,France ,N,,1903-02-20,,,,,56 years,1903-02-20,Paris (Ile-de-France), France ,28-05-1959,    Paris (Ile-de-France), France,1922,1939,0,0,0,0,17,0,0,0,0,17,Charles Pélissier
2177,1931-07-15,14 ,132.0,Stage,"    Cannes (Provence-Alpes-Cote d'Azur), France ","Nice (Provence-Alpes-Cote d'Azur), France",,Eugenio,Gestri,Italy ,N,,1905-10-27,,,,,38 years,1905-10-27,Prato (Toscana), Italy ,02-09-1944,    Prato (Toscana), Italy,1930,1936,0,0,0,0,6,0,0,0,0,6,Eugenio Gestri
2178,1931-07-17,15 ,233.0,Stage,"    Nice (Provence-Alpes-Cote d'Azur), France ","Gap (Provence-Alpes-Cote d'Azur), France",,Joseph,Demuysere,Belgium ,N,,1907-07-26,,,,,61 years,1907-07-26,Wervik (West-Vlaanderen), Belgium ,30-04-1969,    Antwerpen (Antwerpen), Belgium,1928,1938,0,0,0,0,10,0,0,0,0,10,Joseph Demuysere
2179,1931-07-18,16 ,102.0,Stage,"    Gap (Provence-Alpes-Cote d'Azur), France ","Grenoble (Rhone-Alpes), France",,Charles,Pélissier,France ,N,,1903-02-20,,,,,56 years,1903-02-20,Paris (Ile-de-France), France ,28-05-1959,    Paris (Ile-de-France), France,1922,1939,0,0,0,0,17,0,0,0,0,17,Charles Pélissier
2180,1931-07-19,17 ,230.0,Stage,"    Grenoble (Rhone-Alpes), France ","Aix-les-Bains (Rhone-Alpes), France",,Max,Bulla,Austria ,N,,1905-09-26,,,,,84 years,1905-09-26,Wien (Wien), Austria ,01-03-1990,    Pitten (Niederösterreich), Austria,1926,1939,1941,1942,1946,1949,13,2,1,4,3,17,Max Bulla
2181,1931-07-20,18 ,204.0,Stage,"    Aix-les-Bains (Rhone-Alpes), France ","Évian (Rhone-Alpes), France",,Joseph,Demuysere,Belgium ,N,,1907-07-26,,,,,61 years,1907-07-26,Wervik (West-Vlaanderen), Belgium ,30-04-1969,    Antwerpen (Antwerpen), Belgium,1928,1938,0,0,0,0,10,0,0,0,0,10,Joseph Demuysere
2182,1931-07-21,19 ,282.0,Stage,"    Évian (Rhone-Alpes), France ","Belfort (Franche-Comte), France",,Raffaele,Di Paco,Italy ,N,,1908-06-07,,,,,87 years,1908-06-07,Fauglia (Toscana), Italy ,21-05-1996,    Fauglia (Toscana), Italy,1928,1944,0,0,0,0,16,0,0,0,0,16,Raffaele Di Paco
2183,1931-07-22,20 ,209.0,Stage,"    Belfort (Franche-Comte), France ","Colmar (Alsace), France",,André,Leducq,France ,N,,1904-02-27,,,,,76 years,1904-02-27,Saint-Ouen (Ile-de-France), France ,18-06-1980,    Marseille (Provence-Alpes-Cote d'Azur), France,1926,1939,0,0,0,0,13,0,0,0,0,13,André Leducq
2184,1931-07-23,21 ,192.0,Stage,"    Colmar (Alsace), France ","Metz (Lorraine), France",,Raffaele,Di Paco,Italy ,N,,1908-06-07,,,,,87 years,1908-06-07,Fauglia (Toscana), Italy ,21-05-1996,    Fauglia (Toscana), Italy,1928,1944,0,0,0,0,16,0,0,0,0,16,Raffaele Di Paco
2185,1931-07-24,22 ,159.0,Stage,"    Metz (Lorraine), France ","Charleville (Champagne-Ardenne), France",,Raffaele,Di Paco,Italy ,N,,1908-06-07,,,,,87 years,1908-06-07,Fauglia (Toscana), Italy ,21-05-1996,    Fauglia (Toscana), Italy,1928,1944,0,0,0,0,16,0,0,0,0,16,Raffaele Di Paco
2186,1931-07-25,23 ,271.0,Stage,"    Charleville (Champagne-Ardenne), France ","Malo-les-Bains (Nord-Pas-de-Calais), France",,Gaston,Rebry,Belgium ,N,,1905-01-29,,,,,48 years,1905-01-29,Rollegem-Kapelle (West-Vlaanderen), Belgium ,03-07-1953,    Wevelgem (West-Vlaanderen), Belgium,1923,1939,0,0,0,0,16,0,0,0,0,16,Gaston Rebry
2187,1931-07-26,24 ,313.0,Stage,"    Malo-les-Bains (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France",,Charles,Pélissier,France ,N,,1903-02-20,,,,,56 years,1903-02-20,Paris (Ile-de-France), France ,28-05-1959,    Paris (Ile-de-France), France,1922,1939,0,0,0,0,17,0,0,0,0,17,Charles Pélissier
2188,1931-07-26,Total Distance,5095.0,General Classification,,"Paris (Ile-de-France), France",,Antonin,Magne,France ,N,,1904-02-15,,,,,79 years,1904-02-15,Ytrac (Auvergne), France ,08-09-1983,    Arcachon (Aquitaine), France,1926,1941,0,0,0,0,15,0,0,0,0,15,Antonin Magne
2189,1931-07-26,Total Distance,0.0,Mountains Classification,,,,Joseph,Demuysere,Belgium ,N,,1907-07-26,,,,,61 years,1907-07-26,Wervik (West-Vlaanderen), Belgium ,30-04-1969,    Antwerpen (Antwerpen), Belgium,1928,1938,0,0,0,0,10,0,0,0,0,10,Joseph Demuysere
2190,1930-02-07,1 ,206.0,Stage,"    Paris (Ile-de-France), France ","Caen (Basse-Normandie), France",,Charles,Pélissier,France ,N,,1903-02-20,,,,,56 years,1903-02-20,Paris (Ile-de-France), France ,28-05-1959,    Paris (Ile-de-France), France,1922,1939,0,0,0,0,17,0,0,0,0,17,Charles Pélissier
2191,1930-03-07,2 ,203.0,Stage,"    Caen (Basse-Normandie), France ","Dinan (Bretagne), France",,Learco,Guerra,Italy ,N,,1902-10-14,,,,,60 years,1902-10-14,,,07-02-1963,    Milano (Lombardia), Italy,1928,1943,0,0,0,0,15,0,0,0,0,15,Learco Guerra
2192,1930-04-07,3 ,206.0,Stage,"    Dinan (Bretagne), France ","Brest (Bretagne), France",,Charles,Pélissier,France ,N,,1903-02-20,,,,,56 years,1903-02-20,Paris (Ile-de-France), France ,28-05-1959,    Paris (Ile-de-France), France,1922,1939,0,0,0,0,17,0,0,0,0,17,Charles Pélissier
2193,1930-05-07,4 ,210.0,Stage,"    Brest (Bretagne), France ","Vannes (Bretagne), France",,Omer,Taverne,Belgium ,N,,1904-07-27,,,,,77 years,1904-07-27,Waudrez (Hainaut), Belgium ,10-10-1981,    Dax (Aquitaine), France,1927,1936,0,0,0,0,9,0,0,0,0,9,Omer Taverne
2194,1930-06-07,5 ,202.0,Stage,"    Vannes (Bretagne), France ","Les Sables-d'Olonne (Pays de la Loire), France",,André,Leducq,France ,N,,1904-02-27,,,,,76 years,1904-02-27,Saint-Ouen (Ile-de-France), France ,18-06-1980,    Marseille (Provence-Alpes-Cote d'Azur), France,1926,1939,0,0,0,0,13,0,0,0,0,13,André Leducq
2195,1930-07-07,6 ,285.0,Stage,"    Les Sables-d'Olonne (Pays de la Loire), France ","Bordeaux (Aquitaine), France",,Jean,Aerts,Belgium ,N,,1907-08-09,,,,,84 years,1907-08-09,Laken (Brabant), Belgium ,15-06-1992,    Brugge (West-Vlaanderen), Belgium,1928,1943,0,0,0,0,15,0,0,0,0,15,Jean Aerts
2196,1930-08-07,7 ,222.0,Stage,"    Bordeaux (Aquitaine), France ","Hendaye (Aquitaine), France",,Jules,Merviel,France ,N,,1906-09-29,,,,,69 years,1906-09-29,Saint-Beauzély (Midi-Pyrenees), France ,01-09-1976,    Carqueiranne (Provence-Alpes-Cote d'Azur), France,1929,1944,0,0,0,0,15,0,0,0,0,15,Jules Merviel
2197,1930-09-07,8 ,146.0,Stage,"    Hendaye (Aquitaine), France ","Pau (Aquitaine), France",,Alfredo,Binda,Italy ,N,,1902-11-08,,,,,83 years,1902-11-08,Cittiglio (Lombardia), Italy ,19-07-1986,    Cittiglio (Lombardia), Italy,1922,1936,0,0,0,0,14,0,0,0,0,14,Alfredo Binda
2198,1930-10-07,9 ,231.0,Stage,"    Pau (Aquitaine), France ","Luchon (Midi-Pyrenees), France",,Alfredo,Binda,Italy ,N,,1902-11-08,,,,,83 years,1902-11-08,Cittiglio (Lombardia), Italy ,19-07-1986,    Cittiglio (Lombardia), Italy,1922,1936,0,0,0,0,14,0,0,0,0,14,Alfredo Binda
2199,1930-12-07,10 ,322.0,Stage,"    Luchon (Midi-Pyrenees), France ","Perpignan (Languedoc-Roussillon), France",,Charles,Pélissier,France ,N,,1903-02-20,,,,,56 years,1903-02-20,Paris (Ile-de-France), France ,28-05-1959,    Paris (Ile-de-France), France,1922,1939,0,0,0,0,17,0,0,0,0,17,Charles Pélissier
2200,1930-07-14,11 ,164.0,Stage,"    Perpignan (Languedoc-Roussillon), France ","Montpellier (Languedoc-Roussillon), France",,Charles,Pélissier,France ,N,,1903-02-20,,,,,56 years,1903-02-20,Paris (Ile-de-France), France ,28-05-1959,    Paris (Ile-de-France), France,1922,1939,0,0,0,0,17,0,0,0,0,17,Charles Pélissier
2201,1930-07-15,12 ,209.0,Stage,"    Montpellier (Languedoc-Roussillon), France ","Marseille (Provence-Alpes-Cote d'Azur), France",,Antonin,Magne,France ,N,,1904-02-15,,,,,79 years,1904-02-15,Ytrac (Auvergne), France ,08-09-1983,    Arcachon (Aquitaine), France,1926,1941,0,0,0,0,15,0,0,0,0,15,Antonin Magne
2202,1930-07-16,13 ,181.0,Stage,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Cannes (Provence-Alpes-Cote d'Azur), France",,Learco,Guerra,Italy ,N,,1902-10-14,,,,,60 years,1902-10-14,,,07-02-1963,    Milano (Lombardia), Italy,1928,1943,0,0,0,0,15,0,0,0,0,15,Learco Guerra
2203,1930-07-17,14 ,132.0,Stage,"    Cannes (Provence-Alpes-Cote d'Azur), France ","Nice (Provence-Alpes-Cote d'Azur), France",,Louis,Peglion,France ,N,,1906-08-03,,,,,80 years,1906-08-03,Marseille (Provence-Alpes-Cote d'Azur), France ,15-08-1986,    Istres (Provence-Alpes-Cote d'Azur), France,1930,1933,0,0,0,0,3,0,0,0,0,3,Louis Peglion
2204,1930-07-19,15 ,333.0,Stage,"    Nice (Provence-Alpes-Cote d'Azur), France ","Grenoble (Rhone-Alpes), France",,Learco,Guerra,Italy ,N,,1902-10-14,,,,,60 years,1902-10-14,,,07-02-1963,    Milano (Lombardia), Italy,1928,1943,0,0,0,0,15,0,0,0,0,15,Learco Guerra
2205,1930-07-21,16 ,331.0,Stage,"    Grenoble (Rhone-Alpes), France ","Évian (Rhone-Alpes), France",,André,Leducq,France ,N,,1904-02-27,,,,,76 years,1904-02-27,Saint-Ouen (Ile-de-France), France ,18-06-1980,    Marseille (Provence-Alpes-Cote d'Azur), France,1926,1939,0,0,0,0,13,0,0,0,0,13,André Leducq
2206,1930-07-23,17 ,282.0,Stage,"    Évian (Rhone-Alpes), France ","Belfort (Franche-Comte), France",,Frans,Bonduel,Belgium ,N,,1907-09-26,,,,,90 years,1907-09-26,Baasrode (Oost-Vlaanderen), Belgium ,25-02-1998,    Baasrode (Oost-Vlaanderen), Belgium,1928,1947,0,0,0,0,19,0,0,0,0,19,Frans Bonduel
2207,1930-07-24,18 ,223.0,Stage,"    Belfort (Franche-Comte), France ","Metz (Lorraine), France",,Charles,Pélissier,France ,N,,1903-02-20,,,,,56 years,1903-02-20,Paris (Ile-de-France), France ,28-05-1959,    Paris (Ile-de-France), France,1922,1939,0,0,0,0,17,0,0,0,0,17,Charles Pélissier
2208,1930-07-25,19 ,159.0,Stage,"    Metz (Lorraine), France ","Charleville (Champagne-Ardenne), France",,Charles,Pélissier,France ,N,,1903-02-20,,,,,56 years,1903-02-20,Paris (Ile-de-France), France ,28-05-1959,    Paris (Ile-de-France), France,1922,1939,0,0,0,0,17,0,0,0,0,17,Charles Pélissier
2209,1930-07-26,20 ,271.0,Stage,"    Charleville (Champagne-Ardenne), France ","Malo-les-Bains (Nord-Pas-de-Calais), France",,Charles,Pélissier,France ,N,,1903-02-20,,,,,56 years,1903-02-20,Paris (Ile-de-France), France ,28-05-1959,    Paris (Ile-de-France), France,1922,1939,0,0,0,0,17,0,0,0,0,17,Charles Pélissier
2210,1930-07-27,21 ,300.0,Stage,"    Malo-les-Bains (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France",,Charles,Pélissier,France ,N,,1903-02-20,,,,,56 years,1903-02-20,Paris (Ile-de-France), France ,28-05-1959,    Paris (Ile-de-France), France,1922,1939,0,0,0,0,17,0,0,0,0,17,Charles Pélissier
2211,1930-07-27,Total Distance,4818.0,General Classification,,"Paris (Ile-de-France), France",,André,Leducq,France ,N,,1904-02-27,,,,,76 years,1904-02-27,Saint-Ouen (Ile-de-France), France ,18-06-1980,    Marseille (Provence-Alpes-Cote d'Azur), France,1926,1939,0,0,0,0,13,0,0,0,0,13,André Leducq
2212,1930-07-27,Total Distance,0.0,Mountains Classification,,,Open,Benoît,Faure,France ,N,,1899-11-01,,,,,81 years,1899-11-01,Saint-Marcellin-en-Forez (Rhone-Alpes), France ,16-06-1980,    Montbrison (Rhone-Alpes), France,1925,1951,0,0,0,0,26,0,0,0,0,26,Benoît Faure
2213,1929-06-30,1 ,206.0,Stage,"    Paris (Ile-de-France), France ","Caen (Basse-Normandie), France",,Aimé,Dossche,Belgium ,N,,1902-03-28,,,,,83 years,1902-03-28,Landegem (Oost-Vlaanderen), Belgium ,30-10-1985,    Gent (Oost-Vlaanderen), Belgium,1924,1932,0,0,0,0,8,0,0,0,0,8,Aimé Dossche
2214,1929-01-07,2 ,140.0,Stage,"    Caen (Basse-Normandie), France ","Cherbourg (Basse-Normandie), France",,André,Leducq,France ,N,,1904-02-27,,,,,76 years,1904-02-27,Saint-Ouen (Ile-de-France), France ,18-06-1980,    Marseille (Provence-Alpes-Cote d'Azur), France,1926,1939,0,0,0,0,13,0,0,0,0,13,André Leducq
2215,1929-02-07,3 ,199.0,Stage,"    Cherbourg (Basse-Normandie), France ","Dinan (Bretagne), France",,Omer,Taverne,Belgium ,N,,1904-07-27,,,,,77 years,1904-07-27,Waudrez (Hainaut), Belgium ,10-10-1981,    Dax (Aquitaine), France,1927,1936,0,0,0,0,9,0,0,0,0,9,Omer Taverne
2216,1929-03-07,4 ,206.0,Stage,"    Dinan (Bretagne), France ","Brest (Bretagne), France",,Louis,Delannoy,Belgium ,N,,1902-06-16,,,,,66 years,1902-06-16,Schoten (Antwerpen), Belgium ,13-12-1968,    Antwerpen (Antwerpen), Belgium,1926,1934,0,0,0,0,8,0,0,0,0,8,Louis Delannoy
2217,1929-04-07,5 ,208.0,Stage,"    Brest (Bretagne), France ","Vannes (Bretagne), France",,Gustaaf,Van Slembrouck,Belgium ,N,,1902-03-25,,,,,66 years,1902-03-25,Oostende (West-Vlaanderen), Belgium ,07-07-1968,    Oostende (West-Vlaanderen), Belgium,1926,1935,0,0,0,0,9,0,0,0,0,9,Gustaaf Van Slembrouck
2218,1929-05-07,6 ,206.0,Stage,"    Vannes (Bretagne), France ","Les Sables-d'Olonne (Pays de la Loire), France",,Paul,Le Drogo,France ,N,,1905-12-16,,,,,60 years,1905-12-16,Pontivy (Bretagne), France ,25-07-1966,    Sarzeau (Bretagne), France,1927,1939,0,0,0,0,12,0,0,0,0,12,Paul Le Drogo
2219,1929-06-07,7 ,285.0,Stage,"    Les Sables-d'Olonne (Pays de la Loire), France ","Bordeaux (Aquitaine), France",,Nicolas,Frantz,Luxemburg ,N,,1899-04-11,,,,,86 years,1899-04-11,Mamer (Luxembourg), Luxemburg ,08-11-1985,    Luxembourg (Luxembourg), Luxemburg,1922,1934,0,0,0,0,12,0,0,0,0,12,Nicolas Frantz
2220,1929-07-07,8 ,182.0,Stage,"    Bordeaux (Aquitaine), France ","Bayonne (Aquitaine), France",,Julien,Moineau,France ,N,,1903-11-27,,,,,76 years,1903-11-27,Clichy (Ile-de-France), France ,14-05-1980,    La Teste-de-Buch (Aquitaine), France,1927,1937,0,0,0,0,10,0,0,0,0,10,Julien Moineau
2221,1929-09-07,9 ,363.0,Stage,"    Bayonne (Aquitaine), France ","Luchon (Midi-Pyrenees), France",,Salvador,Cardona Balbastre,Spain ,N,,1901-12-01,,,,,84 years,1901-12-01,Alfahuir (Comunidad Valenciana), Spain ,15-01-1985,    Pau (Aquitaine), France,1928,1938,0,0,0,0,10,0,0,0,0,10,Salvador Cardona Balbastre
2222,1929-11-07,10 ,323.0,Stage,"    Luchon (Midi-Pyrenees), France ","Perpignan (Languedoc-Roussillon), France",,Joseph,Demuysere,Belgium ,N,,1907-07-26,,,,,61 years,1907-07-26,Wervik (West-Vlaanderen), Belgium ,30-04-1969,    Antwerpen (Antwerpen), Belgium,1928,1938,0,0,0,0,10,0,0,0,0,10,Joseph Demuysere
2223,1929-07-13,11 ,366.0,Stage,"    Perpignan (Languedoc-Roussillon), France ","Marseille (Provence-Alpes-Cote d'Azur), France",,André,Leducq,France ,N,,1904-02-27,,,,,76 years,1904-02-27,Saint-Ouen (Ile-de-France), France ,18-06-1980,    Marseille (Provence-Alpes-Cote d'Azur), France,1926,1939,0,0,0,0,13,0,0,0,0,13,André Leducq
2224,1929-07-15,12 ,191.0,Individual Time Trial,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Cannes (Provence-Alpes-Cote d'Azur), France",,Marcel,Bidot,France ,N,,1902-12-21,,,,,92 years,1902-12-21,Paris (Ile-de-France), France ,26-01-1995,    Saint-Lyé (Champagne-Ardenne), France,1923,1939,0,0,0,0,16,0,0,0,0,16,Marcel Bidot
2225,1929-07-16,13 ,133.0,Stage,"    Cannes (Provence-Alpes-Cote d'Azur), France ","Nice (Provence-Alpes-Cote d'Azur), France",,Benoît,Faure,France ,N,,1899-11-01,,,,,81 years,1899-11-01,Saint-Marcellin-en-Forez (Rhone-Alpes), France ,16-06-1980,    Montbrison (Rhone-Alpes), France,1925,1951,0,0,0,0,26,0,0,0,0,26,Benoît Faure
2226,1929-07-18,14 ,333.0,Stage,"    Nice (Provence-Alpes-Cote d'Azur), France ","Grenoble (Rhone-Alpes), France",,Gaston,Rebry,Belgium ,N,,1905-01-29,,,,,48 years,1905-01-29,Rollegem-Kapelle (West-Vlaanderen), Belgium ,03-07-1953,    Wevelgem (West-Vlaanderen), Belgium,1923,1939,0,0,0,0,16,0,0,0,0,16,Gaston Rebry
2227,1929-07-20,15 ,329.0,Stage,"    Grenoble (Rhone-Alpes), France ","Évian (Rhone-Alpes), France",,Julien,Vervaecke,Belgium ,N,,1899-03-11,,,,, years,1899-03-11,Dadizele (West-Vlaanderen), Belgium ,00-05-1940,    Roncq (Nord-Pas-de-Calais), France,1927,1935,0,0,0,0,8,0,0,0,0,8,Julien Vervaecke
2228,1929-07-22,16 ,283.0,Stage,"    Évian (Rhone-Alpes), France ","Belfort (Franche-Comte), France",,Charles,Pélissier,France ,N,,1903-02-20,,,,,56 years,1903-02-20,Paris (Ile-de-France), France ,28-05-1959,    Paris (Ile-de-France), France,1922,1939,0,0,0,0,17,0,0,0,0,17,Charles Pélissier
2229,1929-07-23,17 ,145.0,Stage,"    Belfort (Franche-Comte), France ","Strasbourg (Alsace), France",,André,Leducq,France ,N,,1904-02-27,,,,,76 years,1904-02-27,Saint-Ouen (Ile-de-France), France ,18-06-1980,    Marseille (Provence-Alpes-Cote d'Azur), France,1926,1939,0,0,0,0,13,0,0,0,0,13,André Leducq
2230,1929-07-24,18 ,165.0,Stage,"    Strasbourg (Alsace), France ","Metz (Lorraine), France",,André,Leducq,France ,N,,1904-02-27,,,,,76 years,1904-02-27,Saint-Ouen (Ile-de-France), France ,18-06-1980,    Marseille (Provence-Alpes-Cote d'Azur), France,1926,1939,0,0,0,0,13,0,0,0,0,13,André Leducq
2231,1929-07-25,19 ,159.0,Individual Time Trial,"    Metz (Lorraine), France ","Charleville (Champagne-Ardenne), France",,Bernard,Van Rysselberghe,Belgium ,N,,1905-05-10,,,,,78 years,1905-05-10,Laarne (Oost-Vlaanderen), Belgium ,25-09-1984,    Damme (West-Vlaanderen), Belgium,1929,1935,0,0,0,0,6,0,0,0,0,6,Bernard Van Rysselberghe
2232,1929-07-26,20 ,270.0,Individual Time Trial,"    Charleville (Champagne-Ardenne), France ","Malo-les-Bains (Nord-Pas-de-Calais), France",,Maurice,De Waele,Belgium ,N,,1896-12-27,,,,,55 years,1896-12-27,Lovendegem (Oost-Vlaanderen), Belgium ,14-02-1952,    Maldegem (Oost-Vlaanderen), Belgium,1921,1931,0,0,0,0,10,0,0,0,0,10,Maurice De Waele
2233,1929-07-27,21 ,234.0,Stage,"    Malo-les-Bains (Nord-Pas-de-Calais), France ","Dieppe (Haute-Normandie), France",,André,Leducq,France ,N,,1904-02-27,,,,,76 years,1904-02-27,Saint-Ouen (Ile-de-France), France ,18-06-1980,    Marseille (Provence-Alpes-Cote d'Azur), France,1926,1939,0,0,0,0,13,0,0,0,0,13,André Leducq
2234,1929-07-28,22 ,332.0,Stage,"    Dieppe (Haute-Normandie), France ","Paris (Ile-de-France), France",,Nicolas,Frantz,Luxemburg ,N,,1899-04-11,,,,,86 years,1899-04-11,Mamer (Luxembourg), Luxemburg ,08-11-1985,    Luxembourg (Luxembourg), Luxemburg,1922,1934,0,0,0,0,12,0,0,0,0,12,Nicolas Frantz
2235,1929-07-28,Total Distance,5286.0,General Classification,,"Paris (Ile-de-France), France",,Maurice,De Waele,Belgium ,N,,1896-12-27,,,,,55 years,1896-12-27,Lovendegem (Oost-Vlaanderen), Belgium ,14-02-1952,    Maldegem (Oost-Vlaanderen), Belgium,1921,1931,0,0,0,0,10,0,0,0,0,10,Maurice De Waele
2236,1929-07-28,Total Distance,0.0,Mountains Classification,,,,Victor,Fontan,France ,N,,1892-06-18,,,,,89 years,1892-06-18,Nay (Aquitaine), France ,02-01-1982,    Saint-Vincent (Aquitaine), France,1923,1930,0,0,0,0,7,0,0,0,0,7,Victor Fontan
2237,1928-06-17,1 ,207.0,Stage,"    Paris (Ile-de-France), France ","Caen (Basse-Normandie), France",,Nicolas,Frantz,Luxemburg ,N,,1899-04-11,,,,,86 years,1899-04-11,Mamer (Luxembourg), Luxemburg ,08-11-1985,    Luxembourg (Luxembourg), Luxemburg,1922,1934,0,0,0,0,12,0,0,0,0,12,Nicolas Frantz
2238,1928-06-18,2 ,140.0,Stage,"    Caen (Basse-Normandie), France ","Cherbourg (Basse-Normandie), France",,André,Leducq,France ,N,,1904-02-27,,,,,76 years,1904-02-27,Saint-Ouen (Ile-de-France), France ,18-06-1980,    Marseille (Provence-Alpes-Cote d'Azur), France,1926,1939,0,0,0,0,13,0,0,0,0,13,André Leducq
2239,1928-06-19,3 ,190.0,Stage,"    Cherbourg (Basse-Normandie), France ","Dinan (Bretagne), France",,Gaston,Rebry,Belgium ,N,,1905-01-29,,,,,48 years,1905-01-29,Rollegem-Kapelle (West-Vlaanderen), Belgium ,03-07-1953,    Wevelgem (West-Vlaanderen), Belgium,1923,1939,0,0,0,0,16,0,0,0,0,16,Gaston Rebry
2240,1928-06-20,4 ,206.0,Stage,"    Dinan (Bretagne), France ","Brest (Bretagne), France",,Pé,Verhaegen,Belgium ,N,,1902-02-20,,,,,56 years,1902-02-20,Tremelo (Brabant), Belgium ,05-04-1958,    Leuven (Vlaams-Brabant), Belgium,1927,1935,0,0,0,0,8,0,0,0,0,8,Pé Verhaegen
2241,1928-06-21,5 ,208.0,Stage,"    Brest (Bretagne), France ","Vannes (Bretagne), France",,Marcel,Bidot,France ,N,,1902-12-21,,,,,92 years,1902-12-21,Paris (Ile-de-France), France ,26-01-1995,    Saint-Lyé (Champagne-Ardenne), France,1923,1939,0,0,0,0,16,0,0,0,0,16,Marcel Bidot
2242,1928-06-22,6 ,204.0,Stage,"    Vannes (Bretagne), France ","Les Sables-d'Olonne (Pays de la Loire), France",,Nicolas,Frantz,Luxemburg ,N,,1899-04-11,,,,,86 years,1899-04-11,Mamer (Luxembourg), Luxemburg ,08-11-1985,    Luxembourg (Luxembourg), Luxemburg,1922,1934,0,0,0,0,12,0,0,0,0,12,Nicolas Frantz
2243,1928-06-23,7 ,285.0,Stage,"    Les Sables-d'Olonne (Pays de la Loire), France ","Bordeaux (Aquitaine), France",,Victor,Fontan,France ,N,,1892-06-18,,,,,89 years,1892-06-18,Nay (Aquitaine), France ,02-01-1982,    Saint-Vincent (Aquitaine), France,1923,1930,0,0,0,0,7,0,0,0,0,7,Victor Fontan
