,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1851,Date:,20-07-1950,7º stage Distance:,248 km,Road – Stage,          Departure:,"    Saint-Brieuc (Bretagne), France ",              Arrival:,"Angers (Pays de la Loire), France",,,,Name:,Nello,Family name:,Lauredi,Nationality:,France ,,   ITA from 05-10-1925 until 31-12-1948,Gender:, ,Age:,76 years,Date of birth:,05-10-1924,Place of birth:,"Mulazzo (Toscana), Italy ",Date of death:08-04-2001Place of death: ,"    Saint-Laurent-du-Var (Provence-Alpes-Cote d'Azur), France",Professional:,1949-1959,, , ,,,
1852,Date:,21-07-1950,8º stage Distance:,181 km,Road – Stage,          Departure:,"    Angers (Pays de la Loire), France ",              Arrival:,"Niort (Poitou-Charentes), France",,,,Name:,Fiorenzo,Family name:,Magni,Nationality:,Italy ,Gender:, ,Age:,91 years,Date of birth:,07-12-1920,Place of birth:,"Vaiano (Toscana), Italy ",Date of death:19-10-2012Place of death: ,"    Monza (Lombardia), Italy",Professional:,19381940-1945 + 1947-1956,, , ,,,,,
1853,Date:,22-07-1950,9º stage Distance:,206 km,Road – Stage,          Departure:,"    Niort (Poitou-Charentes), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,,Name:,Alfredo,Family name:,Pasotti,Nationality:,Italy ,Gender:, ,Age:,75 years,Date of birth:,06-01-1925,Place of birth:,"Bastida Pancanara (Lombardia), Italy ",Date of death:12-09-2000Place of death: ,"    Pancarana (Lombardia), Italy",Professional:,1946-1958,, , ,,,,,
1854,Date:,23-07-1950,10º stage Distance:,202 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Pau (Aquitaine), France",,,,Name:,Marcel,Family name:,Dussault,Nationality:,France ,Gender:, ,Age:,88 years,Date of birth:,14-05-1926,Place of birth:,"Le Châtre (Centre), France ",Date of death:19-09-2014Place of death: ,"    Châteauroux (Centre), France",Professional:,1947-1959,, , ,,,,,
1855,Date:,25-07-1950,11º stage Distance:,230 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Saint-Gaudens (Midi-Pyrenees), France",,,,Name:,Gino,Family name:,Bartali,Nationality:,Italy ,Gender:, ,Age:,85 years,Date of birth:,18-07-1914,Place of birth:,"Ponte a Ema (Toscana), Italy ",Date of death:05-05-2000Place of death: ,"    Firenze (Toscana), Italy",Professional:,1935-1954,, , ,,,,,
1856,Date:,26-07-1950,12º stage Distance:,233 km,Road – Stage,          Departure:,"    Saint-Gaudens (Midi-Pyrenees), France ",              Arrival:,"Perpignan (Languedoc-Roussillon), France",,,,Name:,Maurice,Family name:,Blomme,Nationality:,Belgium ,Gender:, ,Age:,53 years,Date of birth:,29-10-1926,Place of birth:,"Oostnieuwkerke (West-Vlaanderen), Belgium ",Date of death:11-04-1980Place of death: ,"    Roeselare (West-Vlaanderen), Belgium",Professional:,1949-1961,, , ,,,,,
1857,Date:,27-07-1950,13º stage Distance:,215 km,Road – Stage,          Departure:,"    Perpignan (Languedoc-Roussillon), France ",              Arrival:,"Nîmes (Languedoc-Roussillon), France",,,,Name:,Marcel,Family name:,Molines,Nationality:,Algeria ,Gender:, ,Age:,90  years,Date of birth:,22-12-1928,Place of birth:,"Alger (Alger), Algeria ",Professional:,1949-1954,, , ,,,,,,,
1858,Date:,28-07-1950,14º stage Distance:,222 km,Road – Stage,          Departure:,"    Nîmes (Languedoc-Roussillon), France ",              Arrival:,"Toulon (Champagne-Ardenne), France",,,,Name:,Custódio,Family name:,Dos Reis,Nationality:,Morocco ,,   FRA from 30-11-1922 until 02-03-1956,Gender:, ,Age:,36 years,Date of birth:,30-11-1922,Place of birth:,"Rabat (Rabat-Sale-Zemmour-Zaer), Morocco ",Date of death:26-11-1959Place of death:,"                , Unknown",Professional:,1946-19561949-1956,, , ,,,
1859,Date:,29-07-1950,15º stage Distance:,"205,5 km",Road – Stage,          Departure:,"    Toulon (Champagne-Ardenne), France ",              Arrival:,"Menton (Provence-Alpes-Cote d'Azur), France",,,,Name:,Jean,Family name:,Diederich,Nationality:,Luxemburg ,Gender:, ,Age:,90 years,Date of birth:,20-02-1922,Place of birth:,"Esch-sur-Alzette (Luxembourg), Luxemburg ",Date of death:06-12-2012Place of death: ,"    Luxembourg (Luxembourg), Luxemburg",Professional:,1946-1954,, , ,,,,,
1860,Date:,30-07-1950,16º stage Distance:,96 km,Road – Stage,          Departure:,"    Menton (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Nice (Provence-Alpes-Cote d'Azur), France",,,,Name:,Ferdi,Family name:,Kübler,Nationality:,Switzerland ,Gender:, ,Age:,97 years,Date of birth:,24-07-1919,Place of birth:,"Marthalen (Schaffhausen), Switzerland ",Date of death:29-12-2016Place of death: ,"    Zürich (Zürich), Switzerland",Professional:,1940-1957,, , ,,,,,
1861,Date:,01-08-1950,17º stage Distance:,229 km,Road – Stage,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Gap (Provence-Alpes-Cote d'Azur), France",,,,Name:,Raphaël,Family name:,Géminiani,Nationality:,France ,Gender:, ,Age:,94  years,Date of birth:,12-06-1925,Place of birth:,"Clermont-Ferrand (Auvergne), France ",Professional:,1946-1960,, , ,,,,,,,
1862,Date:,02-08-1950,18º stage Distance:,165 km,Road – Stage,          Departure:,"    Gap (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Briançon (Provence-Alpes-Cote d'Azur), France",,,,Name:,Louison,Family name:,Bobet,Nationality:,France ,Gender:, ,Age:,58 years,Date of birth:,12-03-1925,Place of birth:,"Saint-Méen-le-Grand (Bretagne), France ",Date of death:13-03-1983Place of death: ,"    Biarritz (Aquitaine), France",Professional:,1947-1962,, , ,,,,,
1863,Date:,03-08-1950,19º stage Distance:,291 km,Road – Stage,          Departure:,"    Briançon (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Saint-Étienne (Rhone-Alpes), France",,,,Name:,Raphaël,Family name:,Géminiani,Nationality:,France ,Gender:, ,Age:,94  years,Date of birth:,12-06-1925,Place of birth:,"Clermont-Ferrand (Auvergne), France ",Professional:,1946-1960,, , ,,,,,,,
1864,Date:,05-08-1950,20º stage Distance:,98 km,Road – Individual Time Trial,          Departure:,"    Saint-Étienne (Rhone-Alpes), France ",              Arrival:,"Lyon (Rhone-Alpes), France",,,,Name:,Ferdi,Family name:,Kübler,Nationality:,Switzerland ,Gender:, ,Age:,97 years,Date of birth:,24-07-1919,Place of birth:,"Marthalen (Schaffhausen), Switzerland ",Date of death:29-12-2016Place of death: ,"    Zürich (Zürich), Switzerland",Professional:,1940-1957,, , ,,,,,
1865,Date:,06-08-1950,21º stage Distance:,233 km,Road – Stage,          Departure:,"    Lyon (Rhone-Alpes), France ",              Arrival:,"Dijon (Bourgogne), France",,,,Name:,Gino,Family name:,Sciardis,Nationality:,France ,,   ITA from 28-01-1917 until 26-07-1950,Gender:, ,Age:,50 years,Date of birth:,28-01-1917,Place of birth:,"Pocenia (Friuli-Venezia Giulia), Italy ",Date of death:09-01-1968Place of death: ,"    Bondy (Ile-de-France), France",Professional:,1935-1953,, , ,,,
1866,Date:,07-08-1950,22º stage Distance:,314 km,Road – Stage,          Departure:,"    Dijon (Bourgogne), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Emile,Family name:,Baffert,Nationality:,France ,Gender:, ,Age:,92 years,Date of birth:,26-08-1924,Place of birth:,"Grenoble (Rhone-Alpes), France ",Date of death:25-07-2017Place of death: ,"    Grenoble (Rhone-Alpes), France",Professional:,1946-1955,, , ,,,,,
1867,Date:,07-08-1950, Distance:,4775 km,Classification – Road – Mountains Classification,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Louison,Family name:,Bobet,Nationality:,France ,Gender:, ,Age:,58 years,Date of birth:,12-03-1925,Place of birth:,"Saint-Méen-le-Grand (Bretagne), France ",Date of death:13-03-1983Place of death: ,"    Biarritz (Aquitaine), France",Professional:,1947-1962,, , ,,,,,
1868,Date:,07-08-1950, Distance:,4775 km,Classification – Road – General Classification,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Ferdi,Family name:,Kübler,Nationality:,Switzerland ,Gender:, ,Age:,97 years,Date of birth:,24-07-1919,Place of birth:,"Marthalen (Schaffhausen), Switzerland ",Date of death:29-12-2016Place of death: ,"    Zürich (Zürich), Switzerland",Professional:,1940-1957,, , ,,,,,
1869,Date:,30-06-1949,1º stage Distance:,182 km,Road – Stage,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Reims (Champagne-Ardenne), France",,,,Name:,Marcel,Family name:,Dussault,Nationality:,France ,Gender:, ,Age:,88 years,Date of birth:,14-05-1926,Place of birth:,"Le Châtre (Centre), France ",Date of death:19-09-2014Place of death: ,"    Châteauroux (Centre), France",Professional:,1947-1959,, , ,,,,,
1870,Date:,01-07-1949,2º stage Distance:,273 km,Road – Stage,          Departure:,"    Reims (Champagne-Ardenne), France ",              Arrival:,"Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium",,,,Name:,Roger,Family name:,Lambrecht,Nationality:,Belgium ,Gender:, ,Age:,63 years,Date of birth:,01-01-1916,Place of birth:,"Sint-Joris-ten-Distel (West-Vlaanderen), Belgium ",Date of death:04-08-1979Place of death: ,"    Saint-Pol-de-Léon (Bretagne), France",Professional:,1945-1954,, , ,,,,,
1871,Date:,02-07-1949,3º stage Distance:,211 km,Road – Stage,          Departure:,"    Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium ",              Arrival:,"Boulogne-sur-Mer (Nord-Pas-de-Calais), France",,,,Name:,Norbert,Family name:,Callens,Nationality:,Belgium ,Gender:, ,Age:,80 years,Date of birth:,22-06-1924,Place of birth:,"Wakken (West-Vlaanderen), Belgium ",Date of death:12-03-2005Place of death: ,"    Loppem (West-Vlaanderen), Belgium",Professional:,1945-1952,, , ,,,,,
1872,Date:,03-07-1949,4º stage Distance:,185 km,Road – Stage,          Departure:,"    Boulogne-sur-Mer (Nord-Pas-de-Calais), France ",              Arrival:,"Rouen (Haute-Normandie), France",,,,Name:,Lucien,Family name:,Teisseire,Nationality:,France ,Gender:, ,Age:,88 years,Date of birth:,11-12-1919,Place of birth:,"Saint-Laurent-du-Var (Provence-Alpes-Cote d'Azur), France ",Date of death:22-12-2007Place of death: ,"    Plonévez-Porzay (Bretagne), France",Professional:,1941-1955,, , ,,,,,
1873,Date:,04-07-1949,5º stage Distance:,293 km,Road – Stage,          Departure:,"    Rouen (Haute-Normandie), France ",              Arrival:,"Saint Malo (Bourgogne), France",,,,Name:,Ferdi,Family name:,Kübler,Nationality:,Switzerland ,Gender:, ,Age:,97 years,Date of birth:,24-07-1919,Place of birth:,"Marthalen (Schaffhausen), Switzerland ",Date of death:29-12-2016Place of death: ,"    Zürich (Zürich), Switzerland",Professional:,1940-1957,, , ,,,,,
1874,Date:,05-07-1949,6º stage Distance:,305 km,Road – Stage,          Departure:,"    Saint-Malo (Bretagne), France ",              Arrival:,"Les Sables-d'Olonne (Pays de la Loire), France",,,,Name:,Adolphe,Family name:,Deledda,Nationality:,France ,,   ITA from 26-09-1919 until 20-04-1948,Gender:, ,Age:,84 years,Date of birth:,26-09-1919,Place of birth:,"Villa Minozzo (Emilia-Romagna), Italy ",Date of death:09-10-2003Place of death: ,"    Die (Rhone-Alpes), France",Professional:,1944-1957,, , ,,,
1875,Date:,07-07-1949,7º stage Distance:,92 km,Road – Individual Time Trial,          Departure:,"    Les Sables-d'Olonne (Pays de la Loire), France ",              Arrival:,"La Rochelle (Poitou-Charentes), France",,,,Name:,Fausto,Family name:,Coppi,Nationality:,Italy ,Gender:, ,Age:,40 years,Date of birth:,15-09-1919,Place of birth:,"Castellania (Piemonte), Italy ",Date of death:02-01-1960Place of death: ,"    Tortona (Piemonte), Italy",Professional:,1938-19421945-1959,, , ,,,,,
1876,Date:,08-07-1949,8º stage Distance:,262 km,Road – Stage,          Departure:,"    La Rochelle (Poitou-Charentes), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,,Name:,Guy,Family name:,Lapébie,Nationality:,France ,Gender:, ,Age:,93 years,Date of birth:,28-11-1916,Place of birth:,"Saint-Geours-de-Maremne (Aquitaine), France ",Date of death:08-03-2010Place of death: ,"    Bagnères-de-Luchon (Midi-Pyrenees), France",Professional:,1937-1952,, , ,,,,,
1877,Date:,09-07-1949,9º stage Distance:,228 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Donostia/San Sebastián (Pais Vasco), Spain",,,,Name:,Louis,Family name:,Caput,Nationality:,France ,Gender:, ,Age:,64 years,Date of birth:,23-01-1921,Place of birth:,"Saint-Maur-des-Fossés (Ile-de-France), France ",Date of death:08-02-1985Place of death: ,"    Paris (Ile-de-France), France",Professional:,1942-1957,, , ,,,,,
1878,Date:,10-07-1949,10º stage Distance:,192 km,Road – Stage,          Departure:,"    Donostia/San Sebastián (Pais Vasco), Spain ",              Arrival:,"Pau (Aquitaine), France",,,,Name:,Fiorenzo,Family name:,Magni,Nationality:,Italy ,Gender:, ,Age:,91 years,Date of birth:,07-12-1920,Place of birth:,"Vaiano (Toscana), Italy ",Date of death:19-10-2012Place of death: ,"    Monza (Lombardia), Italy",Professional:,19381940-1945 + 1947-1956,, , ,,,,,
1879,Date:,12-07-1949,11º stage Distance:,193 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,,Name:,Jean,Family name:,Robic,Nationality:,France ,Gender:, ,Age:,59 years,Date of birth:,10-06-1921,Place of birth:,"Condé-lès-Vouziers (Champagne-Ardenne), France ",Date of death:06-10-1980Place of death: ,"    Claye-Souilly (Ile-de-France), France",Professional:,1943-1961,, , ,,,,,
1880,Date:,13-07-1949,12º stage Distance:,134 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Toulouse (Midi-Pyrenees), France",,,,Name:,Rik,Family name:,Van Steenbergen,Nationality:,Belgium ,Gender:, ,Age:,78 years,Date of birth:,09-09-1924,Place of birth:,"Arendonk (Antwerpen), Belgium ",Date of death:15-05-2003Place of death: ,"    Antwerpen (Antwerpen), Belgium",Professional:,1943-1966,, , ,,,,,
1881,Date:,14-07-1949,13º stage Distance:,289 km,Road – Stage,          Departure:,"    Toulouse (Midi-Pyrenees), France ",              Arrival:,"Nîmes (Languedoc-Roussillon), France",,,,Name:,Emile,Family name:,Idée,Nationality:,France ,Gender:, ,Age:,99  years,Date of birth:,19-07-1920,Place of birth:,"Nouvion-le-Comte (Picardie), France ",Professional:,1941-1952,, , ,,,,,,,
1882,Date:,15-07-1949,14º stage Distance:,199 km,Road – Stage,          Departure:,"    Nîmes (Languedoc-Roussillon), France ",              Arrival:,"Marseille (Provence-Alpes-Cote d'Azur), France",,,,Name:,Jean,Family name:,Goldschmit,Nationality:,Luxemburg ,Gender:, ,Age:,69 years,Date of birth:,20-02-1924,Place of birth:,"Weimerskirch (Luxembourg), Luxemburg ",Date of death:14-01-1994Place of death: ,"    Luxembourg (Luxembourg), Luxemburg",Professional:,1946-1953,, , ,,,,,
1883,Date:,16-07-1949,15º stage Distance:,215 km,Road – Stage,          Departure:,"    Marseille (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Cannes (Provence-Alpes-Cote d'Azur), France",,,,Name:,Désiré,Family name:,Keteleer,Nationality:,Belgium ,Gender:, ,Age:,50 years,Date of birth:,13-06-1920,Place of birth:,"Anderlecht (Brussels Hoofdstedelijk Gewest), Belgium ",Date of death:17-09-1970Place of death: ,"    Rebecq-Rognon (Brabant), Belgium",Professional:,1942-1962,, , ,,,,,
1884,Date:,18-07-1949,16º stage Distance:,275 km,Road – Stage,          Departure:,"    Cannes (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Briançon (Provence-Alpes-Cote d'Azur), France",,,,Name:,Gino,Family name:,Bartali,Nationality:,Italy ,Gender:, ,Age:,85 years,Date of birth:,18-07-1914,Place of birth:,"Ponte a Ema (Toscana), Italy ",Date of death:05-05-2000Place of death: ,"    Firenze (Toscana), Italy",Professional:,1935-1954,, , ,,,,,
1885,Date:,19-07-1949,17º stage Distance:,257 km,Road – Stage,          Departure:,"    Briançon (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Aosta (Valle d'Aosta), Italy",,,,Name:,Fausto,Family name:,Coppi,Nationality:,Italy ,Gender:, ,Age:,40 years,Date of birth:,15-09-1919,Place of birth:,"Castellania (Piemonte), Italy ",Date of death:02-01-1960Place of death: ,"    Tortona (Piemonte), Italy",Professional:,1938-19421945-1959,, , ,,,,,
1886,Date:,21-07-1949,18º stage Distance:,265 km,Road – Stage,          Departure:,,              Arrival:,"Lausanne (Vaud), Switzerland",,,,Name:,Vincenzo,Family name:,Rossello,Nationality:,Italy ,Gender:, ,Age:,65 years,Date of birth:,16-02-1923,Place of birth:,"San Bernardo (Liguria), Italy ",Date of death:20-01-1989Place of death: ,"    Alessandria (Piemonte), Italy",Professional:,1945-1957,, , ,,,,,
1887,Date:,22-07-1949,19º stage Distance:,283 km,Road – Stage,          Departure:,"    Lausanne (Vaud), Switzerland ",              Arrival:,"Colmar (Alsace), France",,,,Name:,Raphaël,Family name:,Géminiani,Nationality:,France ,Gender:, ,Age:,94  years,Date of birth:,12-06-1925,Place of birth:,"Clermont-Ferrand (Auvergne), France ",Professional:,1946-1960,, , ,,,,,,,
1888,Date:,23-07-1949,20º stage Distance:,137 km,Road – Individual Time Trial,          Departure:,"    Colmar (Alsace), France ",              Arrival:,"Nancy (Lorraine), France",,,,Name:,Fausto,Family name:,Coppi,Nationality:,Italy ,Gender:, ,Age:,40 years,Date of birth:,15-09-1919,Place of birth:,"Castellania (Piemonte), Italy ",Date of death:02-01-1960Place of death: ,"    Tortona (Piemonte), Italy",Professional:,1938-19421945-1959,, , ,,,,,
1889,Date:,24-07-1949,21º stage Distance:,340 km,Road – Stage,          Departure:,"    Nancy (Lorraine), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Rik,Family name:,Van Steenbergen,Nationality:,Belgium ,Gender:, ,Age:,78 years,Date of birth:,09-09-1924,Place of birth:,"Arendonk (Antwerpen), Belgium ",Date of death:15-05-2003Place of death: ,"    Antwerpen (Antwerpen), Belgium",Professional:,1943-1966,, , ,,,,,
1890,Date:,24-07-1949, Distance:,4808 km,Classification – Road – General Classification,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Fausto,Family name:,Coppi,Nationality:,Italy ,Gender:, ,Age:,40 years,Date of birth:,15-09-1919,Place of birth:,"Castellania (Piemonte), Italy ",Date of death:02-01-1960Place of death: ,"    Tortona (Piemonte), Italy",Professional:,1938-19421945-1959,, , ,,,,,
1891,Date:,24-07-1949, Distance:,4808 km,Classification – Road – Mountains Classification,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Fausto,Family name:,Coppi,Nationality:,Italy ,Gender:, ,Age:,40 years,Date of birth:,15-09-1919,Place of birth:,"Castellania (Piemonte), Italy ",Date of death:02-01-1960Place of death: ,"    Tortona (Piemonte), Italy",Professional:,1938-19421945-1959,, , ,,,,,
1892,Date:,30-06-1948,1º stage Distance:,237 km,Road – Stage,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Trouville (Basse-Normandie), France",,,,Name:,Gino,Family name:,Bartali,Nationality:,Italy ,Gender:, ,Age:,85 years,Date of birth:,18-07-1914,Place of birth:,"Ponte a Ema (Toscana), Italy ",Date of death:05-05-2000Place of death: ,"    Firenze (Toscana), Italy",Professional:,1935-1954,, , ,,,,,
1893,Date:,01-07-1948,2º stage Distance:,259 km,Road – Stage,          Departure:,"    Trouville (Basse-Normandie), France ",              Arrival:,"Dinard (Bretagne), France",,,,Name:,Vincenzo,Family name:,Rossello,Nationality:,Italy ,Gender:, ,Age:,65 years,Date of birth:,16-02-1923,Place of birth:,"San Bernardo (Liguria), Italy ",Date of death:20-01-1989Place of death: ,"    Alessandria (Piemonte), Italy",Professional:,1945-1957,, , ,,,,,
1894,Date:,02-07-1948,3º stage Distance:,251 km,Road – Stage,          Departure:,"    Dinard (Bretagne), France ",              Arrival:,"Nantes (Pays de la Loire), France",,,,Name:,Guy,Family name:,Lapébie,Nationality:,France ,Gender:, ,Age:,93 years,Date of birth:,28-11-1916,Place of birth:,"Saint-Geours-de-Maremne (Aquitaine), France ",Date of death:08-03-2010Place of death: ,"    Bagnères-de-Luchon (Midi-Pyrenees), France",Professional:,1937-1952,, , ,,,,,
1895,Date:,03-07-1948,4º stage Distance:,166 km,Road – Stage,          Departure:,"    Nantes (Pays de la Loire), France ",              Arrival:,"La Rochelle (Poitou-Charentes), France",,,,Name:,Jacques,Family name:,Pras,Nationality:,France ,Gender:, ,Age:,68 years,Date of birth:,12-06-1924,Place of birth:,"Bréville (Poitou-Charentes), France ",Date of death:18-07-1992Place of death: ,"    Cognac (Poitou-Charentes), France",Professional:,1947-1954,, , ,,,,,
1896,Date:,04-07-1948,5º stage Distance:,262 km,Road – Stage,          Departure:,"    La Rochelle (Poitou-Charentes), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,,Name:,Raoul,Family name:,Rémy,Nationality:,France ,Gender:, ,Age:,82 years,Date of birth:,25-10-1919,Place of birth:,"Marseille (Provence-Alpes-Cote d'Azur), France ",Date of death:22-09-2002Place of death: ,"    Marseille (Provence-Alpes-Cote d'Azur), France",Professional:,1939-1957,, , ,,,,,
1897,Date:,05-07-1948,6º stage Distance:,244 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Biarritz (Aquitaine), France",,,,Name:,Louison,Family name:,Bobet,Nationality:,France ,Gender:, ,Age:,58 years,Date of birth:,12-03-1925,Place of birth:,"Saint-Méen-le-Grand (Bretagne), France ",Date of death:13-03-1983Place of death: ,"    Biarritz (Aquitaine), France",Professional:,1947-1962,, , ,,,,,
1898,Date:,07-07-1948,7º stage Distance:,219 km,Road – Stage,          Departure:,"    Biarritz (Aquitaine), France ",              Arrival:,"Lourdes (Midi-Pyrenees), France",,,,Name:,Gino,Family name:,Bartali,Nationality:,Italy ,Gender:, ,Age:,85 years,Date of birth:,18-07-1914,Place of birth:,"Ponte a Ema (Toscana), Italy ",Date of death:05-05-2000Place of death: ,"    Firenze (Toscana), Italy",Professional:,1935-1954,, , ,,,,,
1899,Date:,08-07-1948,8º stage Distance:,261 km,Road – Stage,          Departure:,"    Lourdes (Midi-Pyrenees), France ",              Arrival:,"Toulouse (Midi-Pyrenees), France",,,,Name:,Gino,Family name:,Bartali,Nationality:,Italy ,Gender:, ,Age:,85 years,Date of birth:,18-07-1914,Place of birth:,"Ponte a Ema (Toscana), Italy ",Date of death:05-05-2000Place of death: ,"    Firenze (Toscana), Italy",Professional:,1935-1954,, , ,,,,,
1900,Date:,10-07-1948,9º stage Distance:,246 km,Road – Stage,          Departure:,"    Toulouse (Midi-Pyrenees), France ",              Arrival:,"Montpellier (Languedoc-Roussillon), France",,,,Name:,Raymond,Family name:,Impanis,Nationality:,Belgium ,Gender:, ,Age:,85 years,Date of birth:,19-10-1925,Place of birth:,"Kampenhout (Brabant), Belgium ",Date of death:31-12-2010Place of death: ,"    Vilvoorde (Brabant), Belgium",Professional:,1946-1963,, , ,,,,,
1901,Date:,11-07-1948,10º stage Distance:,248 km,Road – Stage,          Departure:,"    Montpellier (Languedoc-Roussillon), France ",              Arrival:,"Marseille (Provence-Alpes-Cote d'Azur), France",,,,Name:,Raymond,Family name:,Impanis,Nationality:,Belgium ,Gender:, ,Age:,85 years,Date of birth:,19-10-1925,Place of birth:,"Kampenhout (Brabant), Belgium ",Date of death:31-12-2010Place of death: ,"    Vilvoorde (Brabant), Belgium",Professional:,1946-1963,, , ,,,,,
1902,Date:,12-07-1948,11º stage Distance:,245 km,Road – Stage,          Departure:,"    Marseille (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"San Remo (Liguria), Italy",,,,Name:,Gino,Family name:,Sciardis,Nationality:,France ,,   ITA from 28-01-1917 until 26-07-1950,Gender:, ,Age:,50 years,Date of birth:,28-01-1917,Place of birth:,"Pocenia (Friuli-Venezia Giulia), Italy ",Date of death:09-01-1968Place of death: ,"    Bondy (Ile-de-France), France",Professional:,1935-1953,, , ,,,
1903,Date:,13-07-1948,12º stage Distance:,170 km,Road – Stage,          Departure:,,              Arrival:,"Cannes (Provence-Alpes-Cote d'Azur), France",,,,Name:,Louison,Family name:,Bobet,Nationality:,France ,Gender:, ,Age:,58 years,Date of birth:,12-03-1925,Place of birth:,"Saint-Méen-le-Grand (Bretagne), France ",Date of death:13-03-1983Place of death: ,"    Biarritz (Aquitaine), France",Professional:,1947-1962,, , ,,,,,
1904,Date:,15-07-1948,13º stage Distance:,274 km,Road – Stage,          Departure:,"    Cannes (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Briançon (Provence-Alpes-Cote d'Azur), France",,,,Name:,Gino,Family name:,Bartali,Nationality:,Italy ,Gender:, ,Age:,85 years,Date of birth:,18-07-1914,Place of birth:,"Ponte a Ema (Toscana), Italy ",Date of death:05-05-2000Place of death: ,"    Firenze (Toscana), Italy",Professional:,1935-1954,, , ,,,,,
1905,Date:,16-07-1948,14º stage Distance:,263 km,Road – Stage,          Departure:,"    Briançon (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Aix-les-Bains (Rhone-Alpes), France",,,,Name:,Gino,Family name:,Bartali,Nationality:,Italy ,Gender:, ,Age:,85 years,Date of birth:,18-07-1914,Place of birth:,"Ponte a Ema (Toscana), Italy ",Date of death:05-05-2000Place of death: ,"    Firenze (Toscana), Italy",Professional:,1935-1954,, , ,,,,,
1906,Date:,18-07-1948,15º stage Distance:,256 km,Road – Stage,          Departure:,"    Aix-les-Bains (Rhone-Alpes), France ",              Arrival:,"Lausanne (Vaud), Switzerland",,,,Name:,Gino,Family name:,Bartali,Nationality:,Italy ,Gender:, ,Age:,85 years,Date of birth:,18-07-1914,Place of birth:,"Ponte a Ema (Toscana), Italy ",Date of death:05-05-2000Place of death: ,"    Firenze (Toscana), Italy",Professional:,1935-1954,, , ,,,,,
1907,Date:,19-07-1948,16º stage Distance:,243 km,Road – Stage,          Departure:,"    Lausanne (Vaud), Switzerland ",              Arrival:,"Mulhouse (Alsace), France",,,,Name:,Edward,Family name:,Van Dijck,Nationality:,Belgium ,Gender:, ,Age:,59 years,Date of birth:,22-03-1918,Place of birth:,"Herent (Brabant), Belgium ",Date of death:22-04-1977Place of death: ,"    Leuven (Vlaams-Brabant), Belgium",Professional:,1941-1952,, , ,,,,,
1908,Date:,21-07-1948,17º stage Distance:,120 km,Road – Individual Time Trial,          Departure:,"    Mulhouse (Alsace), France ",              Arrival:,"Strasbourg (Alsace), France",,,,Name:,Roger,Family name:,Lambrecht,Nationality:,Belgium ,Gender:, ,Age:,63 years,Date of birth:,01-01-1916,Place of birth:,"Sint-Joris-ten-Distel (West-Vlaanderen), Belgium ",Date of death:04-08-1979Place of death: ,"    Saint-Pol-de-Léon (Bretagne), France",Professional:,1945-1954,, , ,,,,,
1909,Date:,22-07-1948,18º stage Distance:,195 km,Road – Stage,          Departure:,"    Strasbourg (Alsace), France ",              Arrival:,"Metz (Lorraine), France",,,,Name:,Giovanni,Family name:,Corrieri,Nationality:,Italy ,Gender:, ,Age:,96 years,Date of birth:,07-02-1920,Place of birth:,"Messina (Sicilia), Italy ",Date of death:22-01-2017Place of death: ,"    Prato (Piemonte), Italy",Professional:,1941-1957,, , ,,,,,
