0,1,2,3,4,5,6,7,8,9,10,11,12
,Date:,12-07-1930,10º stage Distance:,322 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Perpignan (Languedoc-Roussillon), France",,,
,Date:,14-07-1930,11º stage Distance:,164 km,Road – Stage,          Departure:,"    Perpignan (Languedoc-Roussillon), France ",              Arrival:,"Montpellier (Languedoc-Roussillon), France",,,
,Date:,15-07-1930,12º stage Distance:,209 km,Road – Stage,          Departure:,"    Montpellier (Languedoc-Roussillon), France ",              Arrival:,"Marseille (Provence-Alpes-Cote d'Azur), France",,,
,Date:,16-07-1930,13º stage Distance:,181 km,Road – Stage,          Departure:,"    Marseille (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Cannes (Provence-Alpes-Cote d'Azur), France",,,
,Date:,17-07-1930,14º stage Distance:,132 km,Road – Stage,          Departure:,"    Cannes (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Nice (Provence-Alpes-Cote d'Azur), France",,,
,Date:,19-07-1930,15º stage Distance:,333 km,Road – Stage,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Grenoble (Rhone-Alpes), France",,,
,Date:,21-07-1930,16º stage Distance:,331 km,Road – Stage,          Departure:,"    Grenoble (Rhone-Alpes), France ",              Arrival:,"Évian (Rhone-Alpes), France",,,
,Date:,23-07-1930,17º stage Distance:,282 km,Road – Stage,          Departure:,"    Évian (Rhone-Alpes), France ",              Arrival:,"Belfort (Franche-Comte), France",,,
,Date:,24-07-1930,18º stage Distance:,223 km,Road – Stage,          Departure:,"    Belfort (Franche-Comte), France ",              Arrival:,"Metz (Lorraine), France",,,
,Date:,25-07-1930,19º stage Distance:,159 km,Road – Stage,          Departure:,"    Metz (Lorraine), France ",              Arrival:,"Charleville (Champagne-Ardenne), France",,,
,Date:,26-07-1930,20º stage Distance:,271 km,Road – Stage,          Departure:,"    Charleville (Champagne-Ardenne), France ",              Arrival:,"Malo-les-Bains (Nord-Pas-de-Calais), France",,,
,Date:,27-07-1930,21º stage Distance:,300 km,Road – Stage,          Departure:,"    Malo-les-Bains (Nord-Pas-de-Calais), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,27-07-1930, Distance:,4818 km,Classification – Road – General Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,27-07-1930, Distance:, km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,,Category UCI:,Open,
,Date:,30-06-1929,1º stage Distance:,206 km,Road – Stage,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Caen (Basse-Normandie), France",,,
,Date:,01-07-1929,2º stage Distance:,140 km,Road – Stage,          Departure:,"    Caen (Basse-Normandie), France ",              Arrival:,"Cherbourg (Basse-Normandie), France",,,
,Date:,02-07-1929,3º stage Distance:,199 km,Road – Stage,          Departure:,"    Cherbourg (Basse-Normandie), France ",              Arrival:,"Dinan (Bretagne), France",,,
,Date:,03-07-1929,4º stage Distance:,206 km,Road – Stage,          Departure:,"    Dinan (Bretagne), France ",              Arrival:,"Brest (Bretagne), France",,,
,Date:,04-07-1929,5º stage Distance:,208 km,Road – Stage,          Departure:,"    Brest (Bretagne), France ",              Arrival:,"Vannes (Bretagne), France",,,
,Date:,05-07-1929,6º stage Distance:,206 km,Road – Stage,          Departure:,"    Vannes (Bretagne), France ",              Arrival:,"Les Sables-d'Olonne (Pays de la Loire), France",,,
,Date:,06-07-1929,7º stage Distance:,285 km,Road – Stage,          Departure:,"    Les Sables-d'Olonne (Pays de la Loire), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,07-07-1929,8º stage Distance:,182 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Bayonne (Aquitaine), France",,,
,Date:,09-07-1929,9º stage Distance:,363 km,Road – Stage,          Departure:,"    Bayonne (Aquitaine), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,
,Date:,11-07-1929,10º stage Distance:,323 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Perpignan (Languedoc-Roussillon), France",,,
,Date:,13-07-1929,11º stage Distance:,366 km,Road – Stage,          Departure:,"    Perpignan (Languedoc-Roussillon), France ",              Arrival:,"Marseille (Provence-Alpes-Cote d'Azur), France",,,
,Date:,15-07-1929,12º stage Distance:,191 km,Road – Individual Time Trial,          Departure:,"    Marseille (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Cannes (Provence-Alpes-Cote d'Azur), France",,,
,Date:,16-07-1929,13º stage Distance:,133 km,Road – Stage,          Departure:,"    Cannes (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Nice (Provence-Alpes-Cote d'Azur), France",,,
,Date:,18-07-1929,14º stage Distance:,333 km,Road – Stage,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Grenoble (Rhone-Alpes), France",,,
,Date:,20-07-1929,15º stage Distance:,329 km,Road – Stage,          Departure:,"    Grenoble (Rhone-Alpes), France ",              Arrival:,"Évian (Rhone-Alpes), France",,,
,Date:,22-07-1929,16º stage Distance:,283 km,Road – Stage,          Departure:,"    Évian (Rhone-Alpes), France ",              Arrival:,"Belfort (Franche-Comte), France",,,
,Date:,23-07-1929,17º stage Distance:,145 km,Road – Stage,          Departure:,"    Belfort (Franche-Comte), France ",              Arrival:,"Strasbourg (Alsace), France",,,
,Date:,24-07-1929,18º stage Distance:,165 km,Road – Stage,          Departure:,"    Strasbourg (Alsace), France ",              Arrival:,"Metz (Lorraine), France",,,
,Date:,25-07-1929,19º stage Distance:,159 km,Road – Individual Time Trial,          Departure:,"    Metz (Lorraine), France ",              Arrival:,"Charleville (Champagne-Ardenne), France",,,
,Date:,26-07-1929,20º stage Distance:,270 km,Road – Individual Time Trial,          Departure:,"    Charleville (Champagne-Ardenne), France ",              Arrival:,"Malo-les-Bains (Nord-Pas-de-Calais), France",,,
,Date:,27-07-1929,21º stage Distance:,234 km,Road – Stage,          Departure:,"    Malo-les-Bains (Nord-Pas-de-Calais), France ",              Arrival:,"Dieppe (Haute-Normandie), France",,,
,Date:,28-07-1929,22º stage Distance:,332 km,Road – Stage,          Departure:,"    Dieppe (Haute-Normandie), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,28-07-1929, Distance:,5286 km,Classification – Road – General Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,28-07-1929, Distance:, km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,,Category UCI:,,
,Date:,17-06-1928,1º stage Distance:,207 km,Road – Stage,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Caen (Basse-Normandie), France",,,
,Date:,18-06-1928,2º stage Distance:,140 km,Road – Stage,          Departure:,"    Caen (Basse-Normandie), France ",              Arrival:,"Cherbourg (Basse-Normandie), France",,,
,Date:,19-06-1928,3º stage Distance:,190 km,Road – Stage,          Departure:,"    Cherbourg (Basse-Normandie), France ",              Arrival:,"Dinan (Bretagne), France",,,
,Date:,20-06-1928,4º stage Distance:,206 km,Road – Stage,          Departure:,"    Dinan (Bretagne), France ",              Arrival:,"Brest (Bretagne), France",,,
,Date:,21-06-1928,5º stage Distance:,208 km,Road – Stage,          Departure:,"    Brest (Bretagne), France ",              Arrival:,"Vannes (Bretagne), France",,,
,Date:,22-06-1928,6º stage Distance:,204 km,Road – Stage,          Departure:,"    Vannes (Bretagne), France ",              Arrival:,"Les Sables-d'Olonne (Pays de la Loire), France",,,
,Date:,23-06-1928,7º stage Distance:,285 km,Road – Stage,          Departure:,"    Les Sables-d'Olonne (Pays de la Loire), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,24-06-1928,8º stage Distance:,225 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Hendaye (Aquitaine), France",,,
,Date:,26-06-1928,9º stage Distance:,387 km,Road – Stage,          Departure:,"    Hendaye (Aquitaine), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,
,Date:,28-06-1928,10º stage Distance:,323 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Perpignan (Languedoc-Roussillon), France",,,
,Date:,30-06-1928,11º stage Distance:,363 km,Road – Stage,          Departure:,"    Perpignan (Languedoc-Roussillon), France ",              Arrival:,"Marseille (Provence-Alpes-Cote d'Azur), France",,,
,Date:,02-07-1928,12º stage Distance:,330 km,Road – Stage,          Departure:,"    Marseille (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Nice (Provence-Alpes-Cote d'Azur), France",,,
,Date:,04-07-1928,13º stage Distance:,333 km,Road – Stage,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Grenoble (Rhone-Alpes), France",,,
,Date:,06-07-1928,14º stage Distance:,329 km,Road – Stage,          Departure:,"    Grenoble (Rhone-Alpes), France ",              Arrival:,"Évian (Rhone-Alpes), France",,,
,Date:,08-07-1928,15º stage Distance:,213 km,Road – Stage,          Departure:,"    Évian (Rhone-Alpes), France ",              Arrival:,"Pontarlier (Franche-Comte), France",,,
,Date:,09-07-1928,16º stage Distance:,119 km,Road – Stage,          Departure:,"    Pontarlier (Franche-Comte), France ",              Arrival:,"Belfort (Franche-Comte), France",,,
,Date:,10-07-1928,17º stage Distance:,145 km,Road – Stage,          Departure:,"    Belfort (Franche-Comte), France ",              Arrival:,"Strasbourg (Alsace), France",,,
,Date:,11-07-1928,18º stage Distance:,165 km,Road – Stage,          Departure:,"    Strasbourg (Alsace), France ",              Arrival:,"Metz (Lorraine), France",,,
,Date:,12-07-1928,19º stage Distance:,159 km,Road – Stage,          Departure:,"    Metz (Lorraine), France ",              Arrival:,"Charleville (Champagne-Ardenne), France",,,
,Date:,13-07-1928,20º stage Distance:,271 km,Road – Stage,          Departure:,"    Charleville (Champagne-Ardenne), France ",              Arrival:,"Malo-les-Bains (Nord-Pas-de-Calais), France",,,
,Date:,14-07-1928,21º stage Distance:,234 km,Road – Stage,          Departure:,"    Malo-les-Bains (Nord-Pas-de-Calais), France ",              Arrival:,"Dieppe (Haute-Normandie), France",,,
,Date:,15-07-1928,22º stage Distance:,331 km,Road – Stage,          Departure:,"    Dieppe (Haute-Normandie), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,15-07-1928, Distance:,5377 km,Classification – Road – General Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,15-07-1928, Distance:, km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,,Category UCI:,,
,Date:,19-06-1927,1º stage Distance:,180 km,Road – Stage,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Dieppe (Haute-Normandie), France",,,
,Date:,20-06-1927,2º stage Distance:,103 km,Road – Stage,          Departure:,"    Dieppe (Haute-Normandie), France ",              Arrival:,"Le Havre (Haute-Normandie), France",,,
,Date:,21-06-1927,3º stage Distance:,225 km,Road – Stage,          Departure:,"    Le Havre (Haute-Normandie), France ",              Arrival:,"Caen (Basse-Normandie), France",,,
,Date:,22-06-1927,4º stage Distance:,140 km,Road – Stage,          Departure:,"    Caen (Basse-Normandie), France ",              Arrival:,"Cherbourg (Basse-Normandie), France",,,
,Date:,23-06-1927,5º stage Distance:,199 km,Road – Stage,          Departure:,"    Cherbourg (Basse-Normandie), France ",              Arrival:,"Dinan (Bretagne), France",,,
,Date:,24-06-1927,6º stage Distance:,206 km,Road – Stage,          Departure:,"    Dinan (Bretagne), France ",              Arrival:,"Brest (Bretagne), France",,,
,Date:,25-06-1927,7º stage Distance:,207 km,Road – Stage,          Departure:,"    Brest (Bretagne), France ",              Arrival:,"Vannes (Bretagne), France",,,
,Date:,26-06-1927,8º stage Distance:,204 km,Road – Stage,          Departure:,"    Vannes (Bretagne), France ",              Arrival:,"Les Sables-d'Olonne (Pays de la Loire), France",,,
,Date:,27-06-1927,9º stage Distance:,285 km,Road – Stage,          Departure:,"    Les Sables-d'Olonne (Pays de la Loire), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,28-06-1927,10º stage Distance:,189 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Bayonne (Aquitaine), France",,,
,Date:,30-06-1927,11º stage Distance:,326 km,Road – Stage,          Departure:,"    Bayonne (Aquitaine), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,
,Date:,02-07-1927,12º stage Distance:,323 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Perpignan (Languedoc-Roussillon), France",,,
,Date:,04-07-1927,13º stage Distance:,360 km,Road – Stage,          Departure:,"    Perpignan (Languedoc-Roussillon), France ",              Arrival:,"Marseille (Provence-Alpes-Cote d'Azur), France",,,
,Date:,05-07-1927,14º stage Distance:,120 km,Road – Stage,          Departure:,"    Marseille (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Toulon (Champagne-Ardenne), France",,,
,Date:,06-07-1927,15º stage Distance:,280 km,Road – Stage,          Departure:,"    Toulon (Champagne-Ardenne), France ",              Arrival:,"Nice (Provence-Alpes-Cote d'Azur), France",,,
,Date:,08-07-1927,16º stage Distance:,275 km,Road – Stage,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Briançon (Provence-Alpes-Cote d'Azur), France",,,
,Date:,09-07-1927,17º stage Distance:,283 km,Road – Stage,          Departure:,"    Briançon (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Évian (Rhone-Alpes), France",,,
,Date:,11-07-1927,18º stage Distance:,213 km,Road – Stage,          Departure:,"    Évian (Rhone-Alpes), France ",              Arrival:,"Pontarlier (Franche-Comte), France",,,
,Date:,12-07-1927,19º stage Distance:,119 km,Road – Stage,          Departure:,"    Pontailler (Bourgogne), France ",              Arrival:,"Belfort (Franche-Comte), France",,,
,Date:,13-07-1927,20º stage Distance:,145 km,Road – Stage,          Departure:,"    Belfort (Franche-Comte), France ",              Arrival:,"Strasbourg (Alsace), France",,,
,Date:,14-07-1927,21º stage Distance:,165 km,Road – Stage,          Departure:,"    Strasbourg (Alsace), France ",              Arrival:,"Metz (Lorraine), France",,,
,Date:,15-07-1927,22º stage Distance:,159 km,Road – Stage,          Departure:,"    Metz (Lorraine), France ",              Arrival:,"Charleville (Champagne-Ardenne), France",,,
,Date:,16-07-1927,23º stage Distance:,270 km,Road – Stage,          Departure:,"    Charleville (Champagne-Ardenne), France ",              Arrival:,"Dunkerque (Nord-Pas-de-Calais), France",,,
,Date:,17-07-1927,24º stage Distance:,344 km,Road – Stage,          Departure:,"    Dunkerque (Nord-Pas-de-Calais), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,17-07-1927, Distance:, km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,,Category UCI:,,
,Date:,17-07-1927, Distance:,5340 km,Classification – Road – General Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,20-06-1926,1º stage Distance:,373 km,Road – Stage,          Departure:,"    Évian (Rhone-Alpes), France ",              Arrival:,"Mulhouse (Alsace), France",,,
,Date:,22-06-1926,2º stage Distance:,334 km,Road – Stage,          Departure:,"    Mulhouse (Alsace), France ",              Arrival:,"Metz (Lorraine), France",,,
,Date:,24-06-1926,3º stage Distance:,433 km,Road – Stage,          Departure:,"    Metz (Lorraine), France ",              Arrival:,"Dunkerque (Nord-Pas-de-Calais), France",,,
,Date:,25-06-1926,4º stage Distance:,361 km,Road – Stage,          Departure:,"    Dunkerque (Nord-Pas-de-Calais), France ",              Arrival:,"Le Havre (Haute-Normandie), France",,,
,Date:,26-06-1926,5º stage Distance:,357 km,Road – Stage,          Departure:,"    Le Havre (Haute-Normandie), France ",              Arrival:,"Cherbourg (Basse-Normandie), France",,,
,Date:,27-06-1926,6º stage Distance:,405 km,Road – Stage,          Departure:,"    Cherbourg (Basse-Normandie), France ",              Arrival:,"Brest (Bretagne), France",,,
,Date:,29-06-1926,7º stage Distance:,412 km,Road – Stage,          Departure:,"    Brest (Bretagne), France ",              Arrival:,"Les Sables-d'Olonne (Pays de la Loire), France",,,
,Date:,30-06-1926,8º stage Distance:,285 km,Road – Stage,          Departure:,"    Les Sables-d'Olonne (Pays de la Loire), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,02-07-1926,9º stage Distance:,189 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Bayonne (Aquitaine), France",,,
,Date:,04-07-1926,10º stage Distance:,326 km,Road – Stage,          Departure:,"    Bayonne (Aquitaine), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,
,Date:,06-07-1926,11º stage Distance:,323 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Perpignan (Languedoc-Roussillon), France",,,
,Date:,08-07-1926,12º stage Distance:,427 km,Road – Stage,          Departure:,"    Perpignan (Languedoc-Roussillon), France ",              Arrival:,"Toulon (Champagne-Ardenne), France",,,
,Date:,10-07-1926,13º stage Distance:,280 km,Road – Stage,          Departure:,"    Toulon (Champagne-Ardenne), France ",              Arrival:,"Nice (Provence-Alpes-Cote d'Azur), France",,,
,Date:,12-07-1926,14º stage Distance:,275 km,Road – Stage,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Briançon (Provence-Alpes-Cote d'Azur), France",,,
,Date:,14-07-1926,15º stage Distance:,303 km,Road – Stage,          Departure:,"    Briançon (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Évian (Rhone-Alpes), France",,,
,Date:,16-07-1926,16º stage Distance:,321 km,Road – Stage,          Departure:,"    Évian (Rhone-Alpes), France ",              Arrival:,"Dijon (Bourgogne), France",,,
,Date:,18-07-1926,17º stage Distance:,341 km,Road – Stage,          Departure:,"    Dijon (Bourgogne), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,18-07-1926, Distance:, km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,,Category UCI:,,
,Date:,18-07-1926, Distance:,5745 km,Classification – Road – General Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,21-06-1925,1º stage Distance:,340 km,Road – Stage,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Le Havre (Haute-Normandie), France",,,
,Date:,23-06-1925,2º stage Distance:,371 km,Road – Stage,          Departure:,"    Le Havre (Haute-Normandie), France ",              Arrival:,"Cherbourg (Basse-Normandie), France",,,
,Date:,25-06-1925,3º stage Distance:,405 km,Road – Stage,          Departure:,"    Cherbourg (Basse-Normandie), France ",              Arrival:,"Brest (Bretagne), France",,,
,Date:,26-06-1925,4º stage Distance:,208 km,Road – Stage,          Departure:,"    Brest (Bretagne), France ",              Arrival:,"Vannes (Bretagne), France",,,
,Date:,27-06-1925,5º stage Distance:,204 km,Road – Stage,          Departure:,"    Vannes (Bretagne), France ",              Arrival:,"Les Sables-d'Olonne (Pays de la Loire), France",,,
,Date:,28-06-1925,6º stage Distance:,293 km,Road – Stage,          Departure:,"    Les Sables-d'Olonne (Pays de la Loire), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,30-06-1925,7º stage Distance:,189 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Bayonne (Aquitaine), France",,,
,Date:,01-07-1925,8º stage Distance:,326 km,Road – Stage,          Departure:,"    Bayonne (Aquitaine), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,
,Date:,03-07-1925,9º stage Distance:,323 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Perpignan (Languedoc-Roussillon), France",,,
,Date:,04-07-1925,10º stage Distance:,215 km,Road – Stage,          Departure:,"    Perpignan (Languedoc-Roussillon), France ",              Arrival:,"Nîmes (Languedoc-Roussillon), France",,,
,Date:,06-07-1925,11º stage Distance:,215 km,Road – Stage,          Departure:,"    Nîmes (Languedoc-Roussillon), France ",              Arrival:,"Toulon (Champagne-Ardenne), France",,,
,Date:,07-07-1925,12º stage Distance:,280 km,Road – Stage,          Departure:,"    Toulon (Champagne-Ardenne), France ",              Arrival:,"Nice (Provence-Alpes-Cote d'Azur), France",,,
,Date:,09-07-1925,13º stage Distance:,275 km,Road – Stage,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Briançon (Provence-Alpes-Cote d'Azur), France",,,
,Date:,11-07-1925,14º stage Distance:,303 km,Road – Stage,          Departure:,"    Briançon (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Évian (Rhone-Alpes), France",,,
,Date:,13-07-1925,15º stage Distance:,373 km,Road – Stage,          Departure:,"    Évian (Rhone-Alpes), France ",              Arrival:,"Mulhouse (Alsace), France",,,
,Date:,15-07-1925,16º stage Distance:,334 km,Road – Stage,          Departure:,"    Mulhouse (Alsace), France ",              Arrival:,"Metz (Lorraine), France",,,
,Date:,17-07-1925,17º stage Distance:,433 km,Road – Stage,          Departure:,"    Metz (Lorraine), France ",              Arrival:,"Dunkerque (Nord-Pas-de-Calais), France",,,
,Date:,19-07-1925,18º stage Distance:,343 km,Road – Stage,          Departure:,"    Dunkerque (Nord-Pas-de-Calais), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,19-07-1925, Distance:, km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,,Category UCI:,,
,Date:,19-07-1925, Distance:,5430 km,Classification – Road – General Classification,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,22-06-1924,1º stage Distance:,381 km,Road – Stage,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Le Havre (Haute-Normandie), France",,,
,Date:,24-06-1924,2º stage Distance:,371 km,Road – Stage,          Departure:,"    Le Havre (Haute-Normandie), France ",              Arrival:,"Cherbourg (Basse-Normandie), France",,,
,Date:,26-06-1924,3º stage Distance:,405 km,Road – Stage,          Departure:,"    Cherbourg (Basse-Normandie), France ",              Arrival:,"Brest (Bretagne), France",,,
,Date:,28-06-1924,4º stage Distance:,412 km,Road – Stage,          Departure:,"    Brest (Bretagne), France ",              Arrival:,"Les Sables-d'Olonne (Pays de la Loire), France",,,
,Date:,30-06-1924,5º stage Distance:,482 km,Road – Stage,          Departure:,"    Les Sables-d'Olonne (Pays de la Loire), France ",              Arrival:,"Bayonne (Aquitaine), France",,,
,Date:,02-07-1924,6º stage Distance:,326 km,Road – Stage,          Departure:,"    Bayonne (Aquitaine), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,
,Date:,04-07-1924,7º stage Distance:,323 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Perpignan (Languedoc-Roussillon), France",,,
,Date:,06-07-1924,8º stage Distance:,427 km,Road – Stage,          Departure:,"    Perpignan (Languedoc-Roussillon), France ",              Arrival:,"Toulon (Champagne-Ardenne), France",,,
,Date:,08-07-1924,9º stage Distance:,280 km,Road – Stage,          Departure:,"    Toulon (Champagne-Ardenne), France ",              Arrival:,"Nice (Provence-Alpes-Cote d'Azur), France",,,
,Date:,10-07-1924,10º stage Distance:,275 km,Road – Stage,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Briançon (Provence-Alpes-Cote d'Azur), France",,,
,Date:,12-07-1924,11º stage Distance:,307 km,Road – Stage,          Departure:,"    Briançon (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Gex (Rhone-Alpes), France",,,
,Date:,14-07-1924,12º stage Distance:,360 km,Road – Stage,          Departure:,"    Gex (Rhone-Alpes), France ",              Arrival:,"Strasbourg (Alsace), France",,,
,Date:,16-07-1924,13º stage Distance:,300 km,Road – Stage,          Departure:,"    Strasbourg (Alsace), France ",              Arrival:,"Metz (Lorraine), France",,,
,Date:,18-07-1924,14º stage Distance:,433 km,Road – Stage,          Departure:,"    Metz (Lorraine), France ",              Arrival:,"Dunkerque (Nord-Pas-de-Calais), France",,,
,Date:,20-07-1924,15º stage Distance:,343 km,Road – Stage,          Departure:,"    Dunkerque (Nord-Pas-de-Calais), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,20-07-1924, Distance:,5425 km,Classification – Road – General Classification,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,20-07-1924, Distance:, km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,,Category UCI:,,
,Date:,24-06-1923,1º stage Distance:,381 km,Road – Stage,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Le Havre (Haute-Normandie), France",,,
,Date:,26-06-1923,2º stage Distance:,371 km,Road – Stage,          Departure:,"    Le Havre (Haute-Normandie), France ",              Arrival:,"Cherbourg (Basse-Normandie), France",,,
,Date:,28-06-1923,3º stage Distance:,405 km,Road – Stage,          Departure:,"    Cherbourg (Basse-Normandie), France ",              Arrival:,"Brest (Bretagne), France",,,
,Date:,30-06-1923,4º stage Distance:,412 km,Road – Stage,          Departure:,"    Brest (Bretagne), France ",              Arrival:,"Les Sables-d'Olonne (Pays de la Loire), France",,,
,Date:,02-07-1923,5º stage Distance:,482 km,Road – Stage,          Departure:,"    Les Sables-d'Olonne (Pays de la Loire), France ",              Arrival:,"Bayonne (Aquitaine), France",,,
,Date:,04-07-1923,6º stage Distance:,326 km,Road – Stage,          Departure:,"    Bayonne (Aquitaine), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,
,Date:,06-07-1923,7º stage Distance:,323 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Perpignan (Languedoc-Roussillon), France",,,
,Date:,08-07-1923,8º stage Distance:,427 km,Road – Stage,          Departure:,"    Perpignan (Languedoc-Roussillon), France ",              Arrival:,"Toulon (Champagne-Ardenne), France",,,
,Date:,10-07-1923,9º stage Distance:,281 km,Road – Stage,          Departure:,"    Toulon (Champagne-Ardenne), France ",              Arrival:,"Nice (Provence-Alpes-Cote d'Azur), France",,,
,Date:,12-07-1923,10º stage Distance:,275 km,Road – Stage,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Briançon (Provence-Alpes-Cote d'Azur), France",,,
,Date:,14-07-1923,11º stage Distance:,260 km,Road – Stage,          Departure:,"    Briançon (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Genève (Geneve), Switzerland",,,
,Date:,16-07-1923,12º stage Distance:,377 km,Road – Stage,          Departure:,"    Genève (Geneve), Switzerland ",              Arrival:,"Strasbourg (Alsace), France",,,
,Date:,18-07-1923,13º stage Distance:,300 km,Road – Stage,          Departure:,"    Strasbourg (Alsace), France ",              Arrival:,"Metz (Lorraine), France",,,
,Date:,20-07-1923,14º stage Distance:,433 km,Road – Stage,          Departure:,"    Metz (Lorraine), France ",              Arrival:,"Dunkerque (Nord-Pas-de-Calais), France",,,
,Date:,22-07-1923,15º stage Distance:,343 km,Road – Stage,          Departure:,"    Dunkerque (Nord-Pas-de-Calais), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,22-07-1923, Distance:, km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,,Category UCI:,,
,Date:,22-07-1923, Distance:,5386 km,Classification – Road – General Classification,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,25-06-1922,1º stage Distance:,388 km,Road – Stage,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Le Havre (Haute-Normandie), France",,,
,Date:,27-06-1922,2º stage Distance:,364 km,Road – Stage,          Departure:,"    Le Havre (Haute-Normandie), France ",              Arrival:,"Cherbourg (Basse-Normandie), France",,,
